1_PB PB,1_PB PP,2_PB PB,2_PB PP,3 PB,3 PP,3_PB PB,3_PB PP,4 PB,4 PP,4_PB PB,4_PB PP,5 PB,5 PP,5_PB PB,PB_Only PB,PB_Only PP,pb_winners,pp_winners,state_abbr,states,total_winners,date_format
1010,850,154,118,137,118,8,3,4,2,0,0,0,0,0,2223,2055,3536,3146,OK,Oklahoma,6682,2016-08-31
1359,394,168,57,202,55,9,0,2,2,0,0,0,0,0,2972,913,4712,1421,OR,Oregon,6133,2016-08-31
7571,2358,1051,313,1175,362,48,19,16,5,1,0,0,0,0,17406,5535,27268,8592,PA,Pennsylvania,35860,2016-08-31
326,2145,42,319,48,325,2,18,2,3,0,0,0,0,0,713,4995,1133,7805,PR,Puerto Rico,8938,2016-08-31
879,247,106,33,130,40,3,2,2,0,0,0,0,0,0,1950,584,3070,906,RI,Rhode Island,3976,2016-08-31
1813,1446,272,201,264,199,6,13,3,3,0,0,0,0,0,4250,3137,6608,4999,SC,South Carolina,11607,2016-08-31
435,154,52,13,68,18,5,2,0,0,0,0,0,0,0,1109,333,1669,520,SD,South Dakota,2189,2016-08-31
2832,1271,372,179,408,171,19,12,5,3,0,0,0,0,0,6352,2957,9988,4593,TN,Tennessee,14581,2016-08-31
8190,3291,1034,433,1193,485,56,24,17,5,2,0,0,0,0,18614,7573,29106,11811,TX,Texas,40917,2016-08-31
196,177,22,27,42,22,0,1,0,1,0,0,0,0,0,480,332,740,560,VT,Vermont,1300,2016-08-31
32,91,3,12,2,8,1,1,0,1,0,0,0,0,0,75,167,113,280,VI,Virgin Islands,393,2016-08-31
3891,958,541,144,538,122,22,5,7,2,0,0,0,0,0,8914,1942,13913,3173,VA,Virginia,17086,2016-08-31
2243,345,289,44,332,57,12,1,1,2,0,0,0,0,0,5247,781,8124,1230,WA,Washington,9354,2016-08-31
1186,236,165,45,168,26,7,0,7,1,0,0,0,0,0,2841,600,4374,908,WV,West Virginia,5282,2016-08-31
2614,506,396,84,412,89,18,1,5,1,0,0,0,0,0,6119,1192,9564,1873,WI,Wisconsin,11437,2016-08-31
252,212,32,21,39,31,1,0,1,0,0,0,0,0,0,662,428,987,692,WY,Wyoming,1679,2016-08-31
3482,418,450,57,519,59,20,1,10,0,0,0,0,0,0,8259,1041,12740,1576,AZ,Arizona,14316,2016-08-27
610,514,81,55,84,73,2,2,1,1,0,0,0,0,0,1473,1311,2251,1956,AR,Arkansas,4207,2016-08-27
17241,0,2226,0,2685,0,77,0,48,0,1,0,0,0,0,42438,0,64716,0,CA,California,64716,2016-08-27
1501,1226,170,154,225,163,7,5,2,6,0,0,0,0,0,3423,2898,5328,4452,CO,Colorado,9780,2016-08-27
1915,955,225,126,287,135,9,6,3,2,0,0,0,0,0,4753,2273,7192,3497,CT,Connecticut,10689,2016-08-27
770,106,80,13,117,19,3,1,1,0,0,0,0,0,0,1891,320,2862,459,DE,Delaware,3321,2016-08-27
341,50,49,8,63,8,3,0,0,0,0,0,0,0,0,787,147,1243,213,DC,Dist. of Columbia,1456,2016-08-27
12709,3560,1645,458,2056,555,83,22,22,7,3,0,0,0,0,31279,9063,47797,13665,FL,Florida,61462,2016-08-27
4417,468,472,65,638,78,28,0,7,2,1,0,0,0,0,10485,1251,16048,1864,GA,Georgia,17912,2016-08-27
944,248,137,27,124,39,3,3,2,0,0,0,0,0,0,2401,599,3611,916,ID,Idaho,4527,2016-08-27
4643,814,638,106,726,117,33,1,6,2,0,0,0,0,0,11476,1929,17522,2969,IL,Illinois,20491,2016-08-27
3384,793,441,93,494,106,12,5,6,1,0,0,0,0,0,8469,1917,12806,2915,IN,Indiana,15721,2016-08-27
1533,651,194,82,201,73,10,5,1,3,0,0,0,0,0,3810,1551,5749,2365,IA,Iowa,8114,2016-08-27
1461,182,189,20,245,24,7,1,1,1,1,0,0,0,0,3575,469,5479,697,KS,Kansas,6176,2016-08-27
2629,417,306,73,452,57,21,2,6,3,0,0,0,0,0,6298,968,9712,1520,KY,Kentucky,11232,2016-08-27
2682,725,319,96,369,116,19,1,5,2,0,1,0,0,0,6462,1957,9856,2898,LA,Louisiana,12754,2016-08-27
445,383,57,46,62,54,5,1,0,2,0,0,0,0,0,1053,941,1622,1427,ME,Maine,3049,2016-08-27
3383,443,410,55,484,60,17,2,11,0,0,0,0,0,0,8194,1093,12499,1653,MD,Maryland,14152,2016-08-27
3555,444,432,50,510,69,15,2,11,0,1,0,0,0,0,8956,1117,13480,1682,MA,Massachusetts,15162,2016-08-27
4507,507,536,67,670,93,30,1,10,4,0,0,0,0,0,11355,1277,17108,1949,MI,Michigan,19057,2016-08-27
2643,229,322,28,415,38,16,0,5,1,0,0,0,0,0,6371,551,9772,847,MN,Minnesota,10619,2016-08-27
3798,282,464,30,602,51,35,3,6,0,0,0,0,0,0,9024,815,13929,1181,MO,Missouri,15110,2016-08-27
304,168,38,14,40,39,1,0,0,0,0,0,0,0,0,725,461,1108,682,MT,Montana,1790,2016-08-27
1361,203,147,21,196,38,5,1,8,0,0,0,0,0,0,3278,596,4995,859,NE,Nebraska,5854,2016-08-27
1173,171,140,27,164,34,4,0,2,0,0,0,0,0,0,2756,483,4239,715,NH,New Hampshire,4954,2016-08-27
6418,739,760,89,949,125,36,5,16,2,0,0,0,0,0,16028,2132,24207,3092,NJ,New Jersey,27299,2016-08-27
777,254,91,33,111,44,2,2,1,0,0,0,0,0,0,1912,664,2894,997,NM,New Mexico,3891,2016-08-27
11450,1002,1450,119,1775,135,66,3,34,3,1,0,0,0,0,28040,2540,42816,3802,NY,New York,46618,2016-08-27
4032,1431,530,170,613,245,16,9,11,3,0,0,0,0,0,9991,3735,15193,5593,NC,North Carolina,20786,2016-08-27
225,215,34,24,30,34,2,0,0,0,0,1,0,0,0,456,558,747,832,ND,North Dakota,1579,2016-08-27
3704,919,462,137,548,147,17,5,4,2,0,0,0,0,0,9008,2302,13743,3512,OH,Ohio,17255,2016-08-27
1021,889,124,131,141,140,5,7,2,2,0,0,0,0,0,2329,2087,3622,3256,OK,Oklahoma,6878,2016-08-27
1240,384,159,55,218,46,6,1,0,1,0,0,0,0,0,2981,951,4604,1438,OR,Oregon,6042,2016-08-27
7169,2198,896,290,1027,295,46,16,18,3,0,0,0,0,0,17387,5423,26543,8225,PA,Pennsylvania,34768,2016-08-27
303,2401,37,319,50,327,1,15,0,5,0,0,0,0,0,769,5960,1160,9027,PR,Puerto Rico,10187,2016-08-27
849,238,100,25,129,37,10,4,1,0,1,0,0,0,0,2199,592,3289,896,RI,Rhode Island,4185,2016-08-27
1722,1343,204,201,265,214,9,6,1,1,0,0,0,0,0,4301,3282,6502,5047,SC,South Carolina,11549,2016-08-27
413,148,50,19,69,25,0,0,1,0,0,0,0,0,0,985,387,1518,579,SD,South Dakota,2097,2016-08-27
2657,1099,351,140,388,164,15,6,8,2,0,0,0,0,0,6327,2902,9746,4313,TN,Tennessee,14059,2016-08-27
7608,2998,991,409,1204,462,51,11,17,8,1,0,0,0,0,18693,7684,28565,11572,TX,Texas,40137,2016-08-27
208,163,30,27,32,15,1,2,0,0,0,0,0,0,0,481,383,752,590,VT,Vermont,1342,2016-08-27
34,71,2,7,5,11,0,0,0,0,0,0,0,0,0,66,172,107,261,VI,Virgin Islands,368,2016-08-27
3516,750,439,86,544,121,20,6,6,1,0,0,0,0,0,8555,1828,13080,2792,VA,Virginia,15872,2016-08-27
1980,294,262,44,326,44,16,1,2,2,0,0,0,0,0,4798,689,7384,1074,WA,Washington,8458,2016-08-27
1208,234,159,25,187,33,5,3,1,2,0,0,0,0,0,2952,502,4512,799,WV,West Virginia,5311,2016-08-27
2592,476,316,57,402,71,12,3,3,0,0,0,0,0,0,6754,1252,10079,1859,WI,Wisconsin,11938,2016-08-27
260,150,30,23,25,29,1,1,0,0,0,0,0,0,0,620,365,936,568,WY,Wyoming,1504,2016-08-27
3114,411,371,56,542,90,18,5,10,1,1,0,0,0,0,7389,992,11445,1555,AZ,Arizona,13000,2016-08-24
482,458,62,65,84,74,5,2,1,1,0,0,0,0,0,1231,1023,1865,1623,AR,Arkansas,3488,2016-08-24
17253,0,2197,0,2865,0,113,0,60,0,1,0,0,0,0,41324,0,63813,0,CA,California,63813,2016-08-24
1366,1052,187,138,224,197,5,3,4,4,1,1,0,0,0,3077,2536,4864,3931,CO,Colorado,8795,2016-08-24
1751,886,232,110,291,152,14,4,3,3,0,0,0,0,0,4122,1986,6413,3141,CT,Connecticut,9554,2016-08-24
636,115,106,22,109,18,3,2,4,0,2,0,0,0,0,1592,299,2452,456,DE,Delaware,2908,2016-08-24
335,57,54,10,58,10,0,0,1,0,0,0,0,0,0,763,147,1211,224,DC,Dist. of Columbia,1435,2016-08-24
10747,3292,1469,414,1856,579,64,27,22,6,0,0,0,0,0,25266,7579,39424,11897,FL,Florida,51321,2016-08-24
3952,548,511,74,650,94,16,3,11,1,0,0,0,0,0,9607,1294,14747,2014,GA,Georgia,16761,2016-08-24
944,254,129,38,139,35,12,1,1,1,0,0,0,0,0,2200,572,3425,901,ID,Idaho,4326,2016-08-24
4354,823,573,115,719,142,27,1,12,3,0,0,0,0,0,10581,1985,16266,3069,IL,Illinois,19335,2016-08-24
2639,670,374,86,465,90,20,7,6,0,0,0,0,0,0,6698,1531,10202,2384,IN,Indiana,12586,2016-08-24
1353,548,177,84,259,85,9,1,6,2,0,0,0,0,0,3285,1303,5089,2023,IA,Iowa,7112,2016-08-24
1369,170,173,23,224,29,10,4,3,0,0,0,1,0,0,3081,426,4861,652,KS,Kansas,5513,2016-08-24
2273,364,300,40,368,40,14,4,3,1,0,0,0,0,0,5409,860,8367,1309,KY,Kentucky,9676,2016-08-24
2305,708,272,87,363,125,13,5,5,1,0,0,0,0,0,5390,1615,8348,2541,LA,Louisiana,10889,2016-08-24
403,366,46,45,46,61,4,1,1,0,0,1,0,0,0,880,803,1380,1277,ME,Maine,2657,2016-08-24
2884,494,379,52,501,69,24,1,3,0,0,0,0,0,0,6915,1075,10706,1691,MD,Maryland,12397,2016-08-24
3182,420,425,66,552,59,16,2,7,0,0,0,0,0,0,7465,850,11647,1397,MA,Massachusetts,13044,2016-08-24
4002,446,524,69,699,93,26,4,10,0,0,1,0,0,0,9680,1105,14941,1718,MI,Michigan,16659,2016-08-24
2397,217,340,37,402,31,17,1,9,1,0,0,0,0,0,5622,496,8787,783,MN,Minnesota,9570,2016-08-24
3353,278,498,33,491,41,27,1,12,2,0,0,0,0,0,8090,718,12471,1073,MO,Missouri,13544,2016-08-24
310,169,29,20,51,31,2,0,0,0,0,0,0,0,0,705,391,1097,611,MT,Montana,1708,2016-08-24
1244,222,161,28,211,41,7,3,3,0,0,0,0,0,0,2934,526,4560,820,NE,Nebraska,5380,2016-08-24
1020,177,138,23,160,32,10,2,2,0,0,0,0,0,0,2368,426,3698,660,NH,New Hampshire,4358,2016-08-24
6295,791,757,100,1011,162,32,4,17,3,2,0,1,0,0,14821,1807,22936,2867,NJ,New Jersey,25803,2016-08-24
740,247,99,42,108,40,2,1,0,0,0,0,0,0,0,1793,641,2742,971,NM,New Mexico,3713,2016-08-24
11431,1048,1487,137,1942,180,75,5,22,3,0,0,0,0,0,27241,2455,42198,3828,NY,New York,46026,2016-08-24
3721,1405,493,155,581,246,6,12,11,1,0,0,0,0,0,8539,3154,13351,4973,NC,North Carolina,18324,2016-08-24
208,221,27,24,27,30,0,0,1,0,0,0,0,0,0,469,534,732,809,ND,North Dakota,1541,2016-08-24
3446,821,410,118,526,149,22,5,4,2,1,0,0,0,0,7950,1994,12359,3089,OH,Ohio,15448,2016-08-24
856,724,98,91,128,94,5,5,3,2,0,0,0,0,0,2032,1659,3122,2575,OK,Oklahoma,5697,2016-08-24
1175,331,169,49,202,59,9,4,2,1,0,0,0,0,0,2707,835,4264,1279,OR,Oregon,5543,2016-08-24
6306,2018,838,248,1041,333,37,12,17,5,1,0,0,0,0,14934,4646,23174,7262,PA,Pennsylvania,30436,2016-08-24
267,1846,38,280,47,321,0,12,0,4,0,0,0,0,0,635,4443,987,6906,PR,Puerto Rico,7893,2016-08-24
744,194,116,32,128,39,7,1,0,0,0,0,0,0,0,1737,494,2732,760,RI,Rhode Island,3492,2016-08-24
1563,1191,219,163,273,217,5,6,4,5,0,0,0,0,0,3703,2600,5767,4182,SC,South Carolina,9949,2016-08-24
404,158,56,14,55,27,3,1,1,0,0,0,0,0,0,973,346,1492,546,SD,South Dakota,2038,2016-08-24
2268,1033,312,140,414,187,17,2,5,2,0,0,0,0,0,5556,2503,8572,3867,TN,Tennessee,12439,2016-08-24
6738,2926,868,310,1126,479,51,16,20,8,1,0,0,0,0,16043,6743,24847,10482,TX,Texas,35329,2016-08-24
195,124,23,20,37,21,1,0,1,0,0,0,0,0,0,398,347,655,512,VT,Vermont,1167,2016-08-24
29,56,4,7,9,8,0,0,0,0,0,0,0,0,0,63,127,105,198,VI,Virgin Islands,303,2016-08-24
3092,720,405,98,547,120,21,2,4,2,0,1,0,0,0,7668,1637,11737,2580,VA,Virginia,14317,2016-08-24
1907,331,253,34,322,57,7,0,5,1,0,0,0,0,0,4829,727,7323,1150,WA,Washington,8473,2016-08-24
1071,210,139,33,181,45,9,1,1,1,0,0,0,0,0,2500,492,3901,782,WV,West Virginia,4683,2016-08-24
2362,526,305,60,377,73,21,2,6,3,0,0,0,0,0,5505,1145,8576,1809,WI,Wisconsin,10385,2016-08-24
239,179,32,16,36,25,0,3,2,1,0,0,0,0,0,578,460,887,684,WY,Wyoming,1571,2016-08-24
3528,433,438,49,560,69,23,2,13,0,0,0,0,0,0,8155,1024,12717,1577,AZ,Arizona,14294,2016-08-20
584,558,65,70,87,69,6,2,0,4,0,0,0,0,0,1336,1277,2078,1980,AR,Arkansas,4058,2016-08-20
16632,0,2202,0,2710,0,113,0,56,0,3,0,0,0,0,39939,0,61655,0,CA,California,61655,2016-08-20
1358,1225,215,148,213,211,11,8,9,1,0,0,0,0,0,3235,2757,5041,4350,CO,Colorado,9391,2016-08-20
1895,986,284,137,298,135,18,5,2,1,0,0,0,0,0,4361,2079,6858,3343,CT,Connecticut,10201,2016-08-20
745,133,96,22,107,21,7,0,2,0,0,0,0,0,0,1731,302,2688,478,DE,Delaware,3166,2016-08-20
343,65,52,5,58,14,7,1,2,0,0,0,0,0,0,856,146,1318,231,DC,Dist. of Columbia,1549,2016-08-20
12306,3593,1653,495,2050,582,87,22,26,8,2,0,0,0,0,29105,8267,45229,12967,FL,Florida,58196,2016-08-20
4477,528,552,67,689,92,29,1,11,0,1,0,0,0,0,10279,1230,16038,1918,GA,Georgia,17956,2016-08-20
978,245,133,28,139,53,5,2,3,0,0,0,0,0,0,2277,625,3535,953,ID,Idaho,4488,2016-08-20
4519,859,657,100,707,125,27,6,7,3,1,0,0,0,0,10466,1869,16384,2962,IL,Illinois,19346,2016-08-20
3463,749,470,102,547,127,19,7,8,2,0,0,0,0,0,7645,1782,12152,2769,IN,Indiana,14921,2016-08-20
1441,642,214,88,238,100,11,7,4,1,1,0,0,0,0,3408,1431,5317,2269,IA,Iowa,7586,2016-08-20
1443,171,189,28,206,26,8,2,6,0,0,0,0,0,0,3354,388,5206,615,KS,Kansas,5821,2016-08-20
2668,381,365,52,392,55,14,3,4,0,0,0,0,0,0,6286,1006,9729,1497,KY,Kentucky,11226,2016-08-20
2523,718,311,120,399,107,21,3,9,3,0,0,0,0,0,6047,1806,9310,2757,LA,Louisiana,12067,2016-08-20
429,421,59,59,85,62,1,5,1,0,0,0,0,0,0,1148,952,1723,1499,ME,Maine,3222,2016-08-20
3165,467,422,50,507,71,22,1,4,2,0,0,0,0,0,7559,1077,11679,1668,MD,Maryland,13347,2016-08-20
3448,459,525,59,576,71,23,2,12,0,1,0,1,0,0,7904,997,12490,1588,MA,Massachusetts,14078,2016-08-20
4392,523,614,67,759,86,22,5,11,1,0,0,0,0,0,10016,1118,15814,1800,MI,Michigan,17614,2016-08-20
2481,271,364,37,433,43,21,0,6,0,1,0,0,0,0,5737,551,9043,902,MN,Minnesota,9945,2016-08-20
3821,377,507,40,613,56,20,2,4,0,2,0,0,0,0,8685,756,13652,1231,MO,Missouri,14883,2016-08-20
356,214,49,32,54,31,2,1,1,0,0,0,0,0,0,748,418,1210,696,MT,Montana,1906,2016-08-20
1405,221,186,29,219,41,3,2,2,0,1,0,0,0,0,3084,535,4900,828,NE,Nebraska,5728,2016-08-20
1217,201,155,35,175,39,3,2,1,0,0,0,0,0,0,2749,435,4300,712,NH,New Hampshire,5012,2016-08-20
6393,864,857,125,1019,133,33,5,13,1,0,0,0,0,0,14772,1920,23087,3048,NJ,New Jersey,26135,2016-08-20
809,314,108,41,132,50,4,0,2,1,0,0,0,0,0,1832,649,2887,1055,NM,New Mexico,3942,2016-08-20
11034,983,1500,117,1828,159,79,4,22,5,0,1,0,0,0,26497,2325,40960,3594,NY,New York,44554,2016-08-20
4126,1540,545,206,687,266,18,11,7,1,1,0,0,0,0,9502,3514,14886,5538,NC,North Carolina,20424,2016-08-20
231,228,21,32,31,30,2,0,0,1,0,0,0,0,0,472,505,757,796,ND,North Dakota,1553,2016-08-20
3612,929,462,136,565,146,23,4,12,1,0,0,0,0,0,8414,2163,13088,3379,OH,Ohio,16467,2016-08-20
849,765,111,88,116,134,7,6,2,2,0,0,0,0,0,2091,1920,3176,2915,OK,Oklahoma,6091,2016-08-20
1110,345,147,52,177,63,7,5,3,2,0,0,0,0,0,2794,849,4238,1316,OR,Oregon,5554,2016-08-20
6713,2212,843,295,1063,330,45,9,18,5,1,0,0,0,0,15612,5118,24295,7969,PA,Pennsylvania,32264,2016-08-20
340,2429,35,290,48,402,1,16,0,8,0,0,0,0,0,732,5706,1156,8851,PR,Puerto Rico,10007,2016-08-20
930,274,93,28,120,50,10,3,1,0,0,0,0,0,0,2005,554,3159,909,RI,Rhode Island,4068,2016-08-20
1677,1317,198,169,271,219,8,8,1,3,0,0,0,0,0,4051,3069,6206,4785,SC,South Carolina,10991,2016-08-20
432,161,63,20,63,18,3,0,0,0,1,0,0,0,0,949,330,1511,529,SD,South Dakota,2040,2016-08-20
2587,1208,339,165,396,202,10,7,9,6,0,0,0,0,0,6191,2865,9532,4453,TN,Tennessee,13985,2016-08-20
7142,2992,964,411,1211,463,45,19,24,7,0,0,0,0,0,17290,7146,26676,11038,TX,Texas,37714,2016-08-20
213,176,24,12,30,25,0,0,0,1,0,0,0,0,0,469,406,736,620,VT,Vermont,1356,2016-08-20
27,64,2,15,5,22,0,2,1,0,0,0,0,0,0,77,171,112,274,VI,Virgin Islands,386,2016-08-20
3451,775,467,105,565,112,30,6,10,5,2,0,0,0,0,8145,1746,12670,2749,VA,Virginia,15419,2016-08-20
1880,283,271,39,292,57,17,2,3,2,0,0,0,0,0,4582,670,7045,1053,WA,Washington,8098,2016-08-20
1270,252,166,27,178,25,5,0,2,0,0,0,0,0,0,2993,518,4614,822,WV,West Virginia,5436,2016-08-20
2616,548,347,82,430,79,19,3,9,2,0,0,0,0,0,6130,1186,9551,1900,WI,Wisconsin,11451,2016-08-20
232,152,31,21,50,24,0,0,0,0,0,0,0,0,0,581,365,894,562,WY,Wyoming,1456,2016-08-20
2933,391,363,40,419,54,13,4,6,2,0,0,0,0,0,7814,1170,11548,1661,AZ,Arizona,13209,2016-08-17
524,444,55,56,78,63,2,4,0,3,0,0,0,0,0,1278,1152,1937,1722,AR,Arkansas,3659,2016-08-17
15752,0,1920,0,2264,0,93,0,33,0,0,0,0,0,0,41933,0,61995,0,CA,California,61995,2016-08-17
1110,981,166,120,172,155,6,10,1,2,0,0,0,0,0,2964,2614,4419,3882,CO,Colorado,8301,2016-08-17
1482,757,226,110,216,117,12,5,0,3,0,0,0,0,0,4230,2188,6166,3180,CT,Connecticut,9346,2016-08-17
600,115,74,19,103,15,1,0,1,0,0,0,0,0,0,1609,300,2388,449,DE,Delaware,2837,2016-08-17
303,77,32,9,49,7,3,0,1,0,0,0,0,0,0,833,187,1221,280,DC,Dist. of Columbia,1501,2016-08-17
10280,3272,1288,410,1598,430,63,19,30,7,0,2,0,0,0,27462,8829,40721,12969,FL,Florida,53690,2016-08-17
4029,535,534,55,560,75,25,2,6,1,0,0,0,0,0,10374,1482,15528,2150,GA,Georgia,17678,2016-08-17
896,226,105,28,138,33,5,0,1,0,0,0,0,0,0,2360,623,3505,910,ID,Idaho,4415,2016-08-17
4124,774,500,97,627,101,27,8,13,2,0,0,0,0,0,10354,1990,15645,2972,IL,Illinois,18617,2016-08-17
2642,600,303,85,402,82,15,4,3,0,0,0,0,0,0,6695,1586,10060,2357,IN,Indiana,12417,2016-08-17
1228,521,149,53,186,90,8,8,2,0,0,0,0,0,0,3191,1371,4764,2043,IA,Iowa,6807,2016-08-17
1185,170,156,22,182,21,9,0,3,0,0,1,0,0,0,3154,471,4689,685,KS,Kansas,5374,2016-08-17
2174,349,295,45,360,46,19,3,2,0,1,0,0,0,0,5651,948,8502,1391,KY,Kentucky,9893,2016-08-17
2067,637,265,94,287,98,9,3,5,4,0,0,0,0,0,5239,1794,7872,2630,LA,Louisiana,10502,2016-08-17
379,333,48,44,62,53,0,2,0,0,0,0,0,0,0,939,894,1428,1326,ME,Maine,2754,2016-08-17
2692,456,368,58,439,53,20,2,4,3,0,0,0,0,0,7026,1215,10549,1787,MD,Maryland,12336,2016-08-17
2971,394,415,48,426,42,13,0,12,3,0,0,0,0,0,8058,1176,11895,1663,MA,Massachusetts,13558,2016-08-17
3685,499,463,49,554,68,14,4,10,1,0,0,0,0,0,10055,1335,14781,1956,MI,Michigan,16737,2016-08-17
2115,209,265,32,336,28,14,1,7,1,0,0,0,0,0,5424,555,8161,826,MN,Minnesota,8987,2016-08-17
2946,302,361,34,439,44,22,1,9,0,0,0,0,0,0,7648,738,11425,1119,MO,Missouri,12544,2016-08-17
290,160,39,22,40,25,3,1,1,1,0,0,0,0,0,810,404,1183,613,MT,Montana,1796,2016-08-17
1087,192,141,33,158,21,3,2,3,1,1,0,0,0,0,2979,552,4372,801,NE,Nebraska,5173,2016-08-17
830,145,114,19,115,23,6,0,2,2,0,0,0,0,0,2462,450,3529,639,NH,New Hampshire,4168,2016-08-17
5544,682,737,65,846,117,24,5,11,2,0,0,0,0,0,14848,2113,22010,2984,NJ,New Jersey,24994,2016-08-17
727,264,83,46,107,41,5,2,0,0,0,0,0,0,0,1816,705,2738,1058,NM,New Mexico,3796,2016-08-17
10010,1031,1288,124,1459,142,63,8,27,2,0,0,0,0,0,26260,2723,39107,4030,NY,New York,43137,2016-08-17
3499,1348,432,161,537,171,18,4,6,2,0,1,0,0,0,9247,3582,13739,5269,NC,North Carolina,19008,2016-08-17
186,195,26,28,23,28,1,1,1,1,0,0,0,0,0,471,481,708,734,ND,North Dakota,1442,2016-08-17
3059,798,352,115,440,116,17,2,5,3,0,0,0,0,0,7725,2336,11598,3370,OH,Ohio,14968,2016-08-17
748,744,78,101,100,120,2,6,1,5,0,0,0,0,0,1961,1771,2890,2747,OK,Oklahoma,5637,2016-08-17
990,324,114,37,157,52,8,1,1,0,0,0,0,0,0,2438,851,3708,1265,OR,Oregon,4973,2016-08-17
5339,1746,704,238,771,256,28,9,13,7,0,1,0,0,0,13877,4753,20732,7010,PA,Pennsylvania,27742,2016-08-17
234,1769,29,235,33,295,1,14,0,3,0,0,0,0,0,654,4732,951,7048,PR,Puerto Rico,7999,2016-08-17
663,203,80,20,89,40,6,0,0,0,0,0,0,0,0,1914,640,2752,903,RI,Rhode Island,3655,2016-08-17
1436,1128,183,146,229,176,7,7,4,3,0,1,0,0,0,3914,3108,5773,4569,SC,South Carolina,10342,2016-08-17
351,160,41,11,44,19,2,2,0,1,0,0,0,0,0,866,336,1304,529,SD,South Dakota,1833,2016-08-17
2202,1057,275,135,328,157,14,6,3,1,0,0,0,0,0,5732,2718,8554,4074,TN,Tennessee,12628,2016-08-17
5900,2570,729,353,805,353,34,17,17,3,0,0,0,0,0,15509,6645,22994,9941,TX,Texas,32935,2016-08-17
139,124,29,14,19,30,0,0,0,0,0,0,0,0,0,474,318,661,486,VT,Vermont,1147,2016-08-17
26,58,2,3,6,7,0,0,0,1,0,0,0,0,0,83,182,117,251,VI,Virgin Islands,368,2016-08-17
3005,667,354,88,410,85,13,4,5,1,0,0,0,0,0,7886,1830,11673,2675,VA,Virginia,14348,2016-08-17
1916,273,256,51,243,44,12,1,6,0,0,0,0,0,0,4584,778,7017,1147,WA,Washington,8164,2016-08-17
988,190,158,22,151,29,6,0,0,1,0,0,0,0,0,2649,511,3952,753,WV,West Virginia,4705,2016-08-17
2150,420,260,57,330,69,8,1,3,2,0,0,0,0,0,5550,1207,8301,1756,WI,Wisconsin,10057,2016-08-17
281,134,28,22,25,23,0,1,0,1,0,0,0,0,0,666,405,1000,586,WY,Wyoming,1586,2016-08-17
2991,416,345,52,461,50,21,2,5,0,0,0,0,0,0,8404,1258,12227,1778,AZ,Arizona,14005,2016-08-13
478,449,73,70,85,73,1,2,1,3,0,0,0,0,0,1381,1331,2019,1928,AR,Arkansas,3947,2016-08-13
14824,0,1924,0,2079,0,82,0,35,0,1,0,0,0,0,40900,0,59845,0,CA,California,59845,2016-08-13
1144,970,134,133,180,157,9,5,1,2,0,0,0,0,0,3165,2788,4633,4055,CO,Colorado,8688,2016-08-13
1470,775,189,93,218,111,7,3,4,0,0,0,0,0,0,4342,2308,6230,3290,CT,Connecticut,9520,2016-08-13
603,103,68,13,94,22,4,0,1,0,0,0,0,0,0,1830,318,2600,456,DE,Delaware,3056,2016-08-13
293,59,32,13,37,10,3,0,0,0,0,0,0,0,0,906,187,1271,269,DC,Dist. of Columbia,1540,2016-08-13
10954,3104,1357,395,1523,441,66,12,21,6,1,0,0,0,0,31106,9202,45028,13160,FL,Florida,58188,2016-08-13
4103,504,557,66,616,67,19,2,14,0,0,0,1,0,0,11569,1442,16879,2081,GA,Georgia,18960,2016-08-13
908,217,97,27,124,36,0,1,1,1,0,0,0,0,0,2469,608,3599,890,ID,Idaho,4489,2016-08-13
3689,664,495,81,536,112,25,4,10,0,0,0,0,0,0,10716,1903,15471,2764,IL,Illinois,18235,2016-08-13
2837,616,361,86,419,96,16,3,5,2,0,0,0,0,0,7877,1932,11515,2735,IN,Indiana,14250,2016-08-13
1200,554,169,47,175,75,13,3,2,1,0,0,0,0,0,3433,1451,4992,2131,IA,Iowa,7123,2016-08-13
1228,160,169,19,186,27,4,3,3,1,0,0,0,0,0,3322,485,4912,695,KS,Kansas,5607,2016-08-13
2270,363,286,46,367,61,22,3,5,0,1,0,0,0,0,6454,1053,9405,1526,KY,Kentucky,10931,2016-08-13
2130,688,273,72,298,101,14,3,6,1,0,0,0,0,0,5764,1947,8485,2812,LA,Louisiana,11297,2016-08-13
398,361,49,45,48,62,2,3,3,1,0,0,0,0,0,1149,1133,1649,1605,ME,Maine,3254,2016-08-13
2783,404,356,52,427,47,15,5,3,0,0,0,0,0,0,7881,1213,11465,1721,MD,Maryland,13186,2016-08-13
2821,359,336,37,395,41,11,2,6,1,0,0,0,0,0,8604,1243,12173,1683,MA,Massachusetts,13856,2016-08-13
3736,409,487,60,572,50,32,3,7,0,1,0,0,0,0,10396,1368,15231,1890,MI,Michigan,17121,2016-08-13
2094,192,286,24,330,22,17,0,4,0,0,0,0,0,0,5840,611,8571,849,MN,Minnesota,9420,2016-08-13
3076,256,398,30,452,37,16,1,9,0,0,0,0,0,0,8252,803,12203,1127,MO,Missouri,13330,2016-08-13
282,152,36,24,45,25,2,2,0,1,0,0,0,0,0,800,492,1165,696,MT,Montana,1861,2016-08-13
1122,200,139,21,170,42,8,0,4,0,1,0,0,0,0,3180,567,4624,830,NE,Nebraska,5454,2016-08-13
