date,draw_sales,jackpot,pp_sales,state,state_draw_sales,state_pp_sales
12/06/17,NA,193,NA,AR,NA,NA
12/06/17,NA,193,NA,AZ,NA,NA
12/06/17,NA,193,NA,CA,NA,NA
12/06/17,NA,193,NA,CO,NA,NA
12/06/17,NA,193,NA,CT,NA,NA
12/06/17,NA,193,NA,DC,NA,NA
12/06/17,NA,193,NA,DE,NA,NA
12/06/17,NA,193,NA,FL,NA,NA
12/06/17,NA,193,NA,GA,NA,NA
12/06/17,NA,193,NA,IA,NA,NA
12/06/17,NA,193,NA,ID,NA,NA
12/06/17,NA,193,NA,IL,NA,NA
12/06/17,NA,193,NA,IN,NA,NA
12/06/17,NA,193,NA,KS,NA,NA
12/06/17,NA,193,NA,KY,NA,NA
12/06/17,NA,193,NA,LA,NA,NA
12/06/17,NA,193,NA,MA,NA,NA
12/06/17,NA,193,NA,MD,NA,NA
12/06/17,NA,193,NA,ME,NA,NA
12/06/17,NA,193,NA,MI,NA,NA
12/06/17,NA,193,NA,MN,NA,NA
12/06/17,NA,193,NA,MO,NA,NA
12/06/17,NA,193,NA,MT,NA,NA
12/06/17,NA,193,NA,NC,NA,NA
12/06/17,NA,193,NA,ND,NA,NA
12/06/17,NA,193,NA,NE,NA,NA
12/06/17,NA,193,NA,NH,NA,NA
12/06/17,NA,193,NA,NJ,NA,NA
12/06/17,NA,193,NA,NM,NA,NA
12/06/17,NA,193,NA,NY,NA,NA
12/06/17,NA,193,NA,OH,NA,NA
12/06/17,NA,193,NA,OK,NA,NA
12/06/17,NA,193,NA,OR,NA,NA
12/06/17,NA,193,NA,PA,NA,NA
12/06/17,NA,193,NA,PR,NA,NA
12/06/17,NA,193,NA,RI,NA,NA
12/06/17,NA,193,NA,SC,NA,NA
12/06/17,NA,193,NA,SD,NA,NA
12/06/17,NA,193,NA,TN,NA,NA
12/06/17,NA,193,NA,TX,NA,NA
12/06/17,NA,193,NA,VA,NA,NA
12/06/17,NA,193,NA,VI,NA,NA
12/06/17,NA,193,NA,VT,NA,NA
12/06/17,NA,193,NA,WA,NA,NA
12/06/17,NA,193,NA,WI,NA,NA
12/06/17,NA,193,NA,WV,NA,NA
12/06/17,NA,193,NA,WY,NA,NA
12/02/17,33842134,177,3144938,AR,207040,50023
12/02/17,33842134,177,3144938,AZ,790702,59666
12/02/17,33842134,177,3144938,CA,3292686,NA
12/02/17,33842134,177,3144938,CO,560076,126852
12/02/17,33842134,177,3144938,CT,NA,NA
12/02/17,33842134,177,3144938,DC,80140,6985
12/02/17,33842134,177,3144938,DE,166354,12954
12/02/17,33842134,177,3144938,FL,3222110,377607
12/02/17,33842134,177,3144938,GA,1041772,57311
12/02/17,33842134,177,3144938,IA,385304,57613
12/02/17,33842134,177,3144938,ID,221306,24927
12/02/17,33842134,177,3144938,IL,1022564,81137
12/02/17,33842134,177,3144938,IN,741664,68947
12/02/17,33842134,177,3144938,KS,302420,21391
12/02/17,33842134,177,3144938,KY,583426,40966
12/02/17,33842134,177,3144938,LA,680204,85442
12/02/17,33842134,177,3144938,MA,839336,47288
12/02/17,33842134,177,3144938,MD,722590,47763
12/02/17,33842134,177,3144938,ME,149902,37515
12/02/17,33842134,177,3144938,MI,1028652,55478
12/02/17,33842134,177,3144938,MN,520530,21335
12/02/17,33842134,177,3144938,MO,760712,30628
12/02/17,33842134,177,3144938,MT,84252,15728
12/02/17,33842134,177,3144938,NC,1172230,160987
12/02/17,33842134,177,3144938,ND,77902,20328
12/02/17,33842134,177,3144938,NE,287150,22106
12/02/17,33842134,177,3144938,NH,248514,18584
12/02/17,33842134,177,3144938,NJ,1507958,87164
12/02/17,33842134,177,3144938,NM,198596,27566
12/02/17,33842134,177,3144938,NY,2709238,111981
12/02/17,33842134,177,3144938,OH,890904,97021
12/02/17,33842134,177,3144938,OK,311726,73047
12/02/17,33842134,177,3144938,OR,451908,37126
12/02/17,33842134,177,3144938,PA,1726338,204973
12/02/17,33842134,177,3144938,PR,26,2
12/02/17,33842134,177,3144938,RI,211512,25325
12/02/17,33842134,177,3144938,SC,596980,135032
12/02/17,33842134,177,3144938,SD,100286,14120
12/02/17,33842134,177,3144938,TN,NA,NA
12/02/17,33842134,177,3144938,TX,2266606,342095
12/02/17,33842134,177,3144938,VA,855138,84130
12/02/17,33842134,177,3144938,VI,0,0
12/02/17,33842134,177,3144938,VT,64168,14454
12/02/17,33842134,177,3144938,WA,469596,32410
12/02/17,33842134,177,3144938,WI,643284,53359
12/02/17,33842134,177,3144938,WV,261384,21930
12/02/17,33842134,177,3144938,WY,63486,13552
11/29/17,29306014,163,2662866,AR,175108,40701
11/29/17,29306014,163,2662866,AZ,710842,52286
11/29/17,29306014,163,2662866,CA,3024832,NA
11/29/17,29306014,163,2662866,CO,502646,112182
11/29/17,29306014,163,2662866,CT,NA,NA
11/29/17,29306014,163,2662866,DC,70890,5899
11/29/17,29306014,163,2662866,DE,139866,10873
11/29/17,29306014,163,2662866,FL,2721798,318733
11/29/17,29306014,163,2662866,GA,884588,48096
11/29/17,29306014,163,2662866,IA,340584,49294
11/29/17,29306014,163,2662866,ID,207166,23207
11/29/17,29306014,163,2662866,IL,910814,71211
11/29/17,29306014,163,2662866,IN,604102,55844
11/29/17,29306014,163,2662866,KS,262706,15196
11/29/17,29306014,163,2662866,KY,500200,34581
11/29/17,29306014,163,2662866,LA,578282,72434
11/29/17,29306014,163,2662866,MA,718764,40651
11/29/17,29306014,163,2662866,MD,598172,39165
11/29/17,29306014,163,2662866,ME,123360,30462
11/29/17,29306014,163,2662866,MI,879848,47098
11/29/17,29306014,163,2662866,MN,470432,19133
11/29/17,29306014,163,2662866,MO,671236,27356
11/29/17,29306014,163,2662866,MT,78338,14392
11/29/17,29306014,163,2662866,NC,922854,128080
11/29/17,29306014,163,2662866,ND,72716,18689
11/29/17,29306014,163,2662866,NE,260468,19423
11/29/17,29306014,163,2662866,NH,210316,16162
11/29/17,29306014,163,2662866,NJ,1324948,75283
11/29/17,29306014,163,2662866,NM,173188,23750
11/29/17,29306014,163,2662866,NY,2336616,96208
11/29/17,29306014,163,2662866,OH,774302,80377
11/29/17,29306014,163,2662866,OK,266948,61633
11/29/17,29306014,163,2662866,OR,433736,33107
11/29/17,29306014,163,2662866,PA,1466092,173028
11/29/17,29306014,163,2662866,PR,36,5
11/29/17,29306014,163,2662866,RI,167760,20346
11/29/17,29306014,163,2662866,SC,484278,107600
11/29/17,29306014,163,2662866,SD,90332,12157
11/29/17,29306014,163,2662866,TN,NA,NA
11/29/17,29306014,163,2662866,TX,1923778,291739
11/29/17,29306014,163,2662866,VA,730672,70636
11/29/17,29306014,163,2662866,VI,0,0
11/29/17,29306014,163,2662866,VT,54934,12386
11/29/17,29306014,163,2662866,WA,445382,29789
11/29/17,29306014,163,2662866,WI,571258,47253
11/29/17,29306014,163,2662866,WV,224056,18460
11/29/17,29306014,163,2662866,WY,60694,12976
11/25/17,28442720,149,2721992,AR,176458,41992
11/25/17,28442720,149,2721992,AZ,689528,53051
11/25/17,28442720,149,2721992,CA,2792580,NA
11/25/17,28442720,149,2721992,CO,480664,110013
11/25/17,28442720,149,2721992,CT,NA,NA
11/25/17,28442720,149,2721992,DC,60022,5663
11/25/17,28442720,149,2721992,DE,141940,11499
11/25/17,28442720,149,2721992,FL,2855024,336210
11/25/17,28442720,149,2721992,GA,901044,50481
11/25/17,28442720,149,2721992,IA,329312,49922
11/25/17,28442720,149,2721992,ID,208828,22758
11/25/17,28442720,149,2721992,IL,829168,68932
11/25/17,28442720,149,2721992,IN,638412,60665
11/25/17,28442720,149,2721992,KS,254218,15472
11/25/17,28442720,149,2721992,KY,508872,36342
11/25/17,28442720,149,2721992,LA,588372,74807
11/25/17,28442720,149,2721992,MA,688846,41120
11/25/17,28442720,149,2721992,MD,593674,40100
11/25/17,28442720,149,2721992,ME,129082,32584
11/25/17,28442720,149,2721992,MI,827670,46753
11/25/17,28442720,149,2721992,MN,445400,19197
11/25/17,28442720,149,2721992,MO,634980,27486
11/25/17,28442720,149,2721992,MT,73700,13713
11/25/17,28442720,149,2721992,NC,951916,135118
11/25/17,28442720,149,2721992,ND,64740,16807
11/25/17,28442720,149,2721992,NE,244688,19370
11/25/17,28442720,149,2721992,NH,216498,17172
11/25/17,28442720,149,2721992,NJ,1163232,72381
11/25/17,28442720,149,2721992,NM,170326,23943
11/25/17,28442720,149,2721992,NY,2123816,94031
11/25/17,28442720,149,2721992,OH,723950,81319
11/25/17,28442720,149,2721992,OK,269014,63745
11/25/17,28442720,149,2721992,OR,397396,31612
11/25/17,28442720,149,2721992,PA,1435938,178030
11/25/17,28442720,149,2721992,PR,46,10
11/25/17,28442720,149,2721992,RI,179212,21752
11/25/17,28442720,149,2721992,SC,526130,117843
11/25/17,28442720,149,2721992,SD,85408,12360
11/25/17,28442720,149,2721992,TN,NA,NA
11/25/17,28442720,149,2721992,TX,1890822,291379
11/25/17,28442720,149,2721992,VA,728312,73284
11/25/17,28442720,149,2721992,VI,0,0
11/25/17,28442720,149,2721992,VT,58566,13146
11/25/17,28442720,149,2721992,WA,393710,27923
11/25/17,28442720,149,2721992,WI,541538,47475
11/25/17,28442720,149,2721992,WV,226768,19184
11/25/17,28442720,149,2721992,WY,57548,11836
11/22/17,29925352,134,2767370,AR,179386,42525
11/22/17,29925352,134,2767370,AZ,732614,55825
11/22/17,29925352,134,2767370,CA,3068934,NA
11/22/17,29925352,134,2767370,CO,526436,118504
11/22/17,29925352,134,2767370,CT,NA,NA
11/22/17,29925352,134,2767370,DC,72472,6652
11/22/17,29925352,134,2767370,DE,146270,11338
11/22/17,29925352,134,2767370,FL,2846470,336493
11/22/17,29925352,134,2767370,GA,913038,49872
11/22/17,29925352,134,2767370,IA,348962,51750
11/22/17,29925352,134,2767370,ID,212364,24157
11/22/17,29925352,134,2767370,IL,914744,73476
11/22/17,29925352,134,2767370,IN,620768,58388
11/22/17,29925352,134,2767370,KS,268264,15751
11/22/17,29925352,134,2767370,KY,507358,35706
11/22/17,29925352,134,2767370,LA,584524,74454
11/22/17,29925352,134,2767370,MA,738508,41722
11/22/17,29925352,134,2767370,MD,634520,41766
11/22/17,29925352,134,2767370,ME,131352,32742
11/22/17,29925352,134,2767370,MI,884494,48377
11/22/17,29925352,134,2767370,MN,475108,19572
11/22/17,29925352,134,2767370,MO,686372,28538
11/22/17,29925352,134,2767370,MT,83534,15526
11/22/17,29925352,134,2767370,NC,929424,130710
11/22/17,29925352,134,2767370,ND,72722,19112
11/22/17,29925352,134,2767370,NE,263044,20300
11/22/17,29925352,134,2767370,NH,223108,17003
11/22/17,29925352,134,2767370,NJ,1343196,77583
11/22/17,29925352,134,2767370,NM,178916,24687
11/22/17,29925352,134,2767370,NY,2342430,99037
11/22/17,29925352,134,2767370,OH,788874,83818
11/22/17,29925352,134,2767370,OK,266256,62475
11/22/17,29925352,134,2767370,OR,423210,33280
11/22/17,29925352,134,2767370,PA,1504842,180337
11/22/17,29925352,134,2767370,PR,52,11
11/22/17,29925352,134,2767370,RI,184074,22533
11/22/17,29925352,134,2767370,SC,508200,112962
11/22/17,29925352,134,2767370,SD,93154,12984
11/22/17,29925352,134,2767370,TN,NA,NA
11/22/17,29925352,134,2767370,TX,1907128,293395
11/22/17,29925352,134,2767370,VA,764522,75235
11/22/17,29925352,134,2767370,VI,0,0
11/22/17,29925352,134,2767370,VT,57092,12795
11/22/17,29925352,134,2767370,WA,462748,32002
11/22/17,29925352,134,2767370,WI,579534,49259
11/22/17,29925352,134,2767370,WV,227056,19146
11/22/17,29925352,134,2767370,WY,62542,13417
11/18/17,29509730,119,2807194,AR,182710,44119
11/18/17,29509730,119,2807194,AZ,697858,53457
11/18/17,29509730,119,2807194,CA,2885328,NA
11/18/17,29509730,119,2807194,CO,492136,113426
11/18/17,29509730,119,2807194,CT,496970,87242
11/18/17,29509730,119,2807194,DC,72546,6657
11/18/17,29509730,119,2807194,DE,145546,11424
11/18/17,29509730,119,2807194,FL,2863684,340013
11/18/17,29509730,119,2807194,GA,950612,51297
11/18/17,29509730,119,2807194,IA,350142,53210
11/18/17,29509730,119,2807194,ID,202890,23113
11/18/17,29509730,119,2807194,IL,866776,70512
11/18/17,29509730,119,2807194,IN,645504,61172
11/18/17,29509730,119,2807194,KS,266630,15812
11/18/17,29509730,119,2807194,KY,519828,37268
11/18/17,29509730,119,2807194,LA,622018,79052
11/18/17,29509730,119,2807194,MA,716684,42069
11/18/17,29509730,119,2807194,MD,643800,43324
11/18/17,29509730,119,2807194,ME,137492,34682
11/18/17,29509730,119,2807194,MI,856744,47837
11/18/17,29509730,119,2807194,MN,451992,19452
11/18/17,29509730,119,2807194,MO,658314,27760
11/18/17,29509730,119,2807194,MT,80098,14892
11/18/17,29509730,119,2807194,NC,984330,139977
11/18/17,29509730,119,2807194,ND,67920,17973
11/18/17,29509730,119,2807194,NE,258396,20326
11/18/17,29509730,119,2807194,NH,224196,17160
11/18/17,29509730,119,2807194,NJ,1265464,76678
11/18/17,29509730,119,2807194,NM,180278,25381
11/18/17,29509730,119,2807194,NY,2285228,98418
11/18/17,29509730,119,2807194,OH,774344,84960
11/18/17,29509730,119,2807194,OK,274562,65256
11/18/17,29509730,119,2807194,OR,382460,31617
11/18/17,29509730,119,2807194,PA,1463538,179546
11/18/17,29509730,119,2807194,PR,84,24
11/18/17,29509730,119,2807194,RI,190080,22905
11/18/17,29509730,119,2807194,SC,545310,124856
11/18/17,29509730,119,2807194,SD,87684,12367
11/18/17,29509730,119,2807194,TN,677558,110354
11/18/17,29509730,119,2807194,TX,1941622,301026
11/18/17,29509730,119,2807194,VA,773970,76934
11/18/17,29509730,119,2807194,VI,0,0
11/18/17,29509730,119,2807194,VT,58600,13578
11/18/17,29509730,119,2807194,WA,410014,29157
11/18/17,29509730,119,2807194,WI,563410,48308
11/18/17,29509730,119,2807194,WV,235874,20188
11/18/17,29509730,119,2807194,WY,58506,12415
11/15/17,26385356,103,2502567,AR,158848,38024
11/15/17,26385356,103,2502567,AZ,638384,49818
11/15/17,26385356,103,2502567,CA,2793120,NA
11/15/17,26385356,103,2502567,CO,455054,105777
11/15/17,26385356,103,2502567,CT,446550,78311
11/15/17,26385356,103,2502567,DC,67950,6104
11/15/17,26385356,103,2502567,DE,126010,10137
11/15/17,26385356,103,2502567,FL,2433898,294574
11/15/17,26385356,103,2502567,GA,789406,45880
11/15/17,26385356,103,2502567,IA,317044,47855
11/15/17,26385356,103,2502567,ID,192420,22259
11/15/17,26385356,103,2502567,IL,805150,66852
11/15/17,26385356,103,2502567,IN,550308,53188
11/15/17,26385356,103,2502567,KS,238704,14626
11/15/17,26385356,103,2502567,KY,453514,32840
11/15/17,26385356,103,2502567,LA,539454,70515
11/15/17,26385356,103,2502567,MA,629044,37437
11/15/17,26385356,103,2502567,MD,550206,37421
11/15/17,26385356,103,2502567,ME,118080,29873
11/15/17,26385356,103,2502567,MI,766516,43819
11/15/17,26385356,103,2502567,MN,420278,18075
11/15/17,26385356,103,2502567,MO,602930,25773
11/15/17,26385356,103,2502567,MT,76800,14346
11/15/17,26385356,103,2502567,NC,825732,119336
11/15/17,26385356,103,2502567,ND,65414,17572
11/15/17,26385356,103,2502567,NE,238722,18827
11/15/17,26385356,103,2502567,NH,192142,15331
11/15/17,26385356,103,2502567,NJ,1155626,70100
11/15/17,26385356,103,2502567,NM,168050,23288
11/15/17,26385356,103,2502567,NY,2061552,90687
11/15/17,26385356,103,2502567,OH,690316,75180
11/15/17,26385356,103,2502567,OK,249500,59350
11/15/17,26385356,103,2502567,OR,382108,29426
11/15/17,26385356,103,2502567,PA,1289648,160048
11/15/17,26385356,103,2502567,PR,96,29
11/15/17,26385356,103,2502567,RI,158738,19652
11/15/17,26385356,103,2502567,SC,459928,105396
11/15/17,26385356,103,2502567,SD,83508,11619
11/15/17,26385356,103,2502567,TN,591750,96931
11/15/17,26385356,103,2502567,TX,1695446,263238
11/15/17,26385356,103,2502567,VA,674196,67817
11/15/17,26385356,103,2502567,VI,0,0
11/15/17,26385356,103,2502567,VT,50948,11575
11/15/17,26385356,103,2502567,WA,394106,28163
11/15/17,26385356,103,2502567,WI,518002,44893
11/15/17,26385356,103,2502567,WV,210830,17898
11/15/17,26385356,103,2502567,WY,59330,12707
11/11/17,26639324,90,2627599,AR,168232,41308
11/11/17,26639324,90,2627599,AZ,645956,51414
11/11/17,26639324,90,2627599,CA,2540426,NA
11/11/17,26639324,90,2627599,CO,454868,107690
11/11/17,26639324,90,2627599,CT,452326,81677
11/11/17,26639324,90,2627599,DC,65090,5917
11/11/17,26639324,90,2627599,DE,136534,11190
11/11/17,26639324,90,2627599,FL,2635636,311961
11/11/17,26639324,90,2627599,GA,848422,48402
11/11/17,26639324,90,2627599,IA,332428,52214
11/11/17,26639324,90,2627599,ID,194268,22903
11/11/17,26639324,90,2627599,IL,788982,66629
11/11/17,26639324,90,2627599,IN,605914,58615
11/11/17,26639324,90,2627599,KS,250100,15872
11/11/17,26639324,90,2627599,KY,478894,34618
11/11/17,26639324,90,2627599,LA,575402,75157
11/11/17,26639324,90,2627599,MA,616946,38306
11/11/17,26639324,90,2627599,MD,578732,39499
11/11/17,26639324,90,2627599,ME,131744,33746
11/11/17,26639324,90,2627599,MI,783122,45478
11/11/17,26639324,90,2627599,MN,417294,19627
11/11/17,26639324,90,2627599,MO,590994,26509
11/11/17,26639324,90,2627599,MT,78144,15016
11/11/17,26639324,90,2627599,NC,894916,128925
11/11/17,26639324,90,2627599,ND,62810,16966
11/11/17,26639324,90,2627599,NE,236004,19107
11/11/17,26639324,90,2627599,NH,206430,16339
11/11/17,26639324,90,2627599,NJ,1068246,67951
11/11/17,26639324,90,2627599,NM,174242,25232
11/11/17,26639324,90,2627599,NY,1967642,89782
11/11/17,26639324,90,2627599,OH,705848,81154
11/11/17,26639324,90,2627599,OK,271796,66245
11/11/17,26639324,90,2627599,OR,341302,28971
11/11/17,26639324,90,2627599,PA,1278188,163816
11/11/17,26639324,90,2627599,PR,102,31
11/11/17,26639324,90,2627599,RI,176090,21777
11/11/17,26639324,90,2627599,SC,497264,113321
11/11/17,26639324,90,2627599,SD,82578,11746
11/11/17,26639324,90,2627599,TN,648232,107995
11/11/17,26639324,90,2627599,TX,1742860,275067
11/11/17,26639324,90,2627599,VA,701020,71357
11/11/17,26639324,90,2627599,VI,0,0
11/11/17,26639324,90,2627599,VT,54076,12739
11/11/17,26639324,90,2627599,WA,54076,12739
11/11/17,26639324,90,2627599,WI,364642,27269
11/11/17,26639324,90,2627599,WV,514070,45842
11/11/17,26639324,90,2627599,WY,223184,19795
11/08/17,23435234,75,2337920,AR,147466,36075
11/08/17,23435234,75,2337920,AZ,577336,47242
11/08/17,23435234,75,2337920,CA,2310408,NA
11/08/17,23435234,75,2337920,CO,392628,93601
11/08/17,23435234,75,2337920,CT,403646,73232
11/08/17,23435234,75,2337920,DC,62564,5899
11/08/17,23435234,75,2337920,DE,118140,9809
11/08/17,23435234,75,2337920,FL,2210366,267811
11/08/17,23435234,75,2337920,GA,717966,43453
11/08/17,23435234,75,2337920,IA,300038,46881
11/08/17,23435234,75,2337920,ID,178768,21131
11/08/17,23435234,75,2337920,IL,717064,62692
11/08/17,23435234,75,2337920,IN,502276,50818
11/08/17,23435234,75,2337920,KS,220046,14061
11/08/17,23435234,75,2337920,KY,422408,31411
11/08/17,23435234,75,2337920,LA,505180,68141
11/08/17,23435234,75,2337920,MA,549316,35561
11/08/17,23435234,75,2337920,MD,504874,35950
11/08/17,23435234,75,2337920,ME,113162,28963
11/08/17,23435234,75,2337920,MI,689066,42005
11/08/17,23435234,75,2337920,MN,383240,18060
11/08/17,23435234,75,2337920,MO,530482,24046
11/08/17,23435234,75,2337920,MT,73288,14199
11/08/17,23435234,75,2337920,NC,762428,113291
11/08/17,23435234,75,2337920,ND,60034,16565
11/08/17,23435234,75,2337920,NE,217336,17759
11/08/17,23435234,75,2337920,NH,176832,14476
11/08/17,23435234,75,2337920,NJ,978656,62945
11/08/17,23435234,75,2337920,NM,154922,22154
11/08/17,23435234,75,2337920,NY,1767220,83990
11/08/17,23435234,75,2337920,OH,626794,72917
11/08/17,23435234,75,2337920,OK,238346,58354
11/08/17,23435234,75,2337920,OR,310772,26868
11/08/17,23435234,75,2337920,PA,1114676,145882
11/08/17,23435234,75,2337920,PR,114,35
11/08/17,23435234,75,2337920,RI,150768,19287
11/08/17,23435234,75,2337920,SC,426886,97829
11/08/17,23435234,75,2337920,SD,77910,11432
11/08/17,23435234,75,2337920,TN,555648,93804
11/08/17,23435234,75,2337920,TX,1461942,235873
11/08/17,23435234,75,2337920,VA,610790,63830
11/08/17,23435234,75,2337920,VI,0,0
11/08/17,23435234,75,2337920,VT,47564,11026
11/08/17,23435234,75,2337920,WA,337850,25591
11/08/17,23435234,75,2337920,WI,471122,42650
11/08/17,23435234,75,2337920,WV,200556,18188
11/08/17,23435234,75,2337920,WY,56340,12133
11/04/17,25735618,64,2584601,AR,166670,41709
11/04/17,25735618,64,2584601,AZ,606624,49378
11/04/17,25735618,64,2584601,CA,2327594,NA
11/04/17,25735618,64,2584601,CO,421270,101835
11/04/17,25735618,64,2584601,CT,439438,80546
11/04/17,25735618,64,2584601,DC,68180,6396
11/04/17,25735618,64,2584601,DE,135758,11456
11/04/17,25735618,64,2584601,FL,2525352,300851
11/04/17,25735618,64,2584601,GA,802912,46976
11/04/17,25735618,64,2584601,IA,321096,50472
11/04/17,25735618,64,2584601,ID,187238,22039
11/04/17,25735618,64,2584601,IL,754034,65478
11/04/17,25735618,64,2584601,IN,596650,59118
11/04/17,25735618,64,2584601,KS,290644,15090
11/04/17,25735618,64,2584601,KY,471290,34642
11/04/17,25735618,64,2584601,LA,567300,75138
11/04/17,25735618,64,2584601,MA,598970,38313
11/04/17,25735618,64,2584601,MD,579984,41200
11/04/17,25735618,64,2584601,ME,129256,33280
11/04/17,25735618,64,2584601,MI,753064,44629
11/04/17,25735618,64,2584601,MN,398504,19132
11/04/17,25735618,64,2584601,MO,573654,25722
11/04/17,25735618,64,2584601,MT,73448,14381
11/04/17,25735618,64,2584601,NC,888916,130412
11/04/17,25735618,64,2584601,ND,59832,16340
11/04/17,25735618,64,2584601,NE,224860,18559
11/04/17,25735618,64,2584601,NH,201838,16472
11/04/17,25735618,64,2584601,NJ,1048272,67105
11/04/17,25735618,64,2584601,NM,167840,23985
11/04/17,25735618,64,2584601,NY,1941194,90309
11/04/17,25735618,64,2584601,OH,690500,82087
11/04/17,25735618,64,2584601,OK,259198,63900
11/04/17,25735618,64,2584601,OR,338132,26762
11/04/17,25735618,64,2584601,PA,1243298,162400
11/04/17,25735618,64,2584601,PR,142,47
11/04/17,25735618,64,2584601,RI,173656,21617
11/04/17,25735618,64,2584601,SC,492306,114248
11/04/17,25735618,64,2584601,SD,80362,12031
11/04/17,25735618,64,2584601,TN,633892,107353
11/04/17,25735618,64,2584601,TX,1655914,266347
11/04/17,25735618,64,2584601,VA,682500,71595
11/04/17,25735618,64,2584601,VI,0,0
11/04/17,25735618,64,2584601,VT,53448,12661
11/04/17,25735618,64,2584601,WA,329066,25090
11/04/17,25735618,64,2584601,WI,501658,45690
11/04/17,25735618,64,2584601,WV,223962,20129
11/04/17,25735618,64,2584601,WY,55902,11681
11/01/17,22186600,52,2255609,AR,142078,35348
11/01/17,22186600,52,2255609,AZ,544798,44624
11/01/17,22186600,52,2255609,CA,2161464,NA
11/01/17,22186600,52,2255609,CO,366466,88624
11/01/17,22186600,52,2255609,CT,375338,69471
11/01/17,22186600,52,2255609,DC,61256,5826
11/01/17,22186600,52,2255609,DE,116452,9726
11/01/17,22186600,52,2255609,FL,2112452,257998
11/01/17,22186600,52,2255609,GA,680180,42565
11/01/17,22186600,52,2255609,IA,279422,43911
11/01/17,22186600,52,2255609,ID,173096,20255
11/01/17,22186600,52,2255609,IL,663564,59619
11/01/17,22186600,52,2255609,IN,466224,47953
11/01/17,22186600,52,2255609,KS,202002,13093
11/01/17,22186600,52,2255609,KY,399916,30218
11/01/17,22186600,52,2255609,LA,471326,64257
11/01/17,22186600,52,2255609,MA,516084,34211
11/01/17,22186600,52,2255609,MD,492188,36077
11/01/17,22186600,52,2255609,ME,101400,26123
11/01/17,22186600,52,2255609,MI,651596,40721
11/01/17,22186600,52,2255609,MN,352290,17198
11/01/17,22186600,52,2255609,MO,493766,22842
11/01/17,22186600,52,2255609,MT,70660,13829
11/01/17,22186600,52,2255609,NC,747294,111355
11/01/17,22186600,52,2255609,ND,57528,15827
11/01/17,22186600,52,2255609,NE,202836,17011
11/01/17,22186600,52,2255609,NH,166820,13959
11/01/17,22186600,52,2255609,NJ,932978,61121
11/01/17,22186600,52,2255609,NM,146334,20917
11/01/17,22186600,52,2255609,NY,1661490,81698
11/01/17,22186600,52,2255609,OH,596786,70933
11/01/17,22186600,52,2255609,OK,226438,55983
11/01/17,22186600,52,2255609,OR,271368,24143
11/01/17,22186600,52,2255609,PA,1052844,140415
11/01/17,22186600,52,2255609,PR,164,50
11/01/17,22186600,52,2255609,RI,142304,18173
11/01/17,22186600,52,2255609,SC,415242,96345
11/01/17,22186600,52,2255609,SD,72014,10549
11/01/17,22186600,52,2255609,TN,531794,90002
11/01/17,22186600,52,2255609,TX,1412280,232247
11/01/17,22186600,52,2255609,VA,602488,65051
11/01/17,22186600,52,2255609,VI,0,0
11/01/17,22186600,52,2255609,VT,44148,10449
11/01/17,22186600,52,2255609,WA,313388,24234
11/01/17,22186600,52,2255609,WI,447378,41575
11/01/17,22186600,52,2255609,WV,193912,17472
11/01/17,22186600,52,2255609,WY,54754,11611
10/28/17,24373782,40,2465683,AR,155548,39238
10/28/17,24373782,40,2465683,AZ,596602,48558
10/28/17,24373782,40,2465683,CA,2272362,NA
10/28/17,24373782,40,2465683,CO,376476,93306
10/28/17,24373782,40,2465683,CT,430762,79490
10/28/17,24373782,40,2465683,DC,65246,6194
10/28/17,24373782,40,2465683,DE,130362,19767
10/28/17,24373782,40,2465683,FL,2386168,286523
10/28/17,24373782,40,2465683,GA,757626,44435
10/28/17,24373782,40,2465683,IA,288576,45130
10/28/17,24373782,40,2465683,ID,179656,21211
10/28/17,24373782,40,2465683,IL,717890,62869
10/28/17,24373782,40,2465683,IN,555980,55427
10/28/17,24373782,40,2465683,KS,211956,13327
10/28/17,24373782,40,2465683,KY,448844,33130
10/28/17,24373782,40,2465683,LA,495106,66764
10/28/17,24373782,40,2465683,MA,592222,37832
10/28/17,24373782,40,2465683,MD,563820,39173
10/28/17,24373782,40,2465683,ME,123622,31783
10/28/17,24373782,40,2465683,MI,727054,43281
10/28/17,24373782,40,2465683,MN,356124,16745
10/28/17,24373782,40,2465683,MO,516864,24300
10/28/17,24373782,40,2465683,MT,74618,14340
10/28/17,24373782,40,2465683,NC,850186,125815
10/28/17,24373782,40,2465683,ND,58044,16074
10/28/17,24373782,40,2465683,NE,216714,18101
10/28/17,24373782,40,2465683,NH,201088,16006
10/28/17,24373782,40,2465683,NJ,1028738,66069
10/28/17,24373782,40,2465683,NM,150696,21668
10/28/17,24373782,40,2465683,NY,1878536,88678
10/28/17,24373782,40,2465683,OH,667244,79178
10/28/17,24373782,40,2465683,OK,232198,57098
10/28/17,24373782,40,2465683,OR,258398,26946
10/28/17,24373782,40,2465683,PA,1209332,158386
10/28/17,24373782,40,2465683,PR,174,54
10/28/17,24373782,40,2465683,RI,172724,21076
10/28/17,24373782,40,2465683,SC,48622,112881
10/28/17,24373782,40,2465683,SD,71320,10570
10/28/17,24373782,40,2465683,TN,585220,98740
10/28/17,24373782,40,2465683,TX,1596372,259796
10/28/17,24373782,40,2465683,VA,593206,63991
10/28/17,24373782,40,2465683,VI,0,0
10/28/17,24373782,40,2465683,VT,52168,12665
