Household Income,Median Age,Per Capita Income,Population,Poverty Count,Poverty Rate,Unemployment Count,Unemployment Rate,state,year
49620.0,35.9,25737.0,10006693.0,1788947.0,17.877504586180468,468932.0,4.686183537358446,GA,2015
69515.0,38.0,29822.0,1406299.0,153944.0,10.946747455555327,42288.0,3.0070418879626595,HI,2015
53183.0,38.1,27950.0,3093526.0,373883.0,12.085982144646595,81735.0,2.6421306948769785,IA,2015
47583.0,35.5,23399.0,1616547.0,245177.0,15.166710278142238,55312.0,3.4216140947340232,ID,2015
57574.0,37.3,30494.0,12873761.0,1801118.0,13.990612378154294,608516.0,4.726792737569077,IL,2015
49255.0,37.3,25346.0,6568645.0,978043.0,14.889570071148615,258739.0,3.9390011181910425,IN,2015
52205.0,36.0,27706.0,2892987.0,381353.0,13.181981115020564,88454.0,3.0575318865933374,KS,2015
43740.0,38.5,24063.0,4397353.0,805841.0,18.325592691785268,174308.0,3.9639301188692384,KY,2015
45047.0,36.1,24981.0,4625253.0,888280.0,19.20500348845782,178150.0,3.8516811945206015,LA,2015
68563.0,39.3,36895.0,6705586.0,748905.0,11.168375142754115,280164.0,4.178068851849786,MA,2015
74551.0,38.2,36897.0,5930538.0,576805.0,9.726014739303585,238027.0,4.0135819043735985,MD,2015
49331.0,43.8,27655.0,1329100.0,180278.0,13.563915431494994,47497.0,3.573621247460688,ME,2015
49576.0,39.5,26607.0,9900571.0,1616870.0,16.331078278212438,477746.0,4.825438856001336,MI,2015
61492.0,37.7,32157.0,5419171.0,596662.0,11.010208018901782,167764.0,3.0957502540517727,MN,2015
48173.0,38.2,26259.0,6045448.0,915972.0,15.151432945912365,226528.0,3.74708375624106,MO,2015
39665.0,36.5,21057.0,2988081.0,651545.0,21.804797125646857,138445.0,4.63324120062341,MS,2015
47169.0,39.7,26381.0,1014699.0,150586.0,14.840460077323424,32361.0,3.1892216312423685,MT,2015
46868.0,38.0,25920.0,9845333.0,1667465.0,16.936603363238195,453420.0,4.6054308168144225,NC,2015
57181.0,35.4,32035.0,721640.0,79758.0,11.052325259131978,11464.0,1.5886037359348149,ND,2015
52997.0,36.2,27882.0,1869365.0,231115.0,12.363289138290277,47602.0,2.5464261928515834,NE,2015
66779.0,42.2,34362.0,1324201.0,113840.0,8.596882195376685,42733.0,3.2270780644328165,NH,2015
72093.0,39.4,36582.0,8904413.0,944847.0,10.610997041579274,413343.0,4.642001668161618,NJ,2015
44963.0,37.0,24012.0,2084117.0,429361.0,20.601578510227593,88924.0,4.266747020440791,NM,2015
51847.0,37.2,26541.0,2798636.0,426337.0,15.233742437387354,148467.0,5.304977138863362,NV,2015
59269.0,38.1,33236.0,19673174.0,3005943.0,15.279400263526366,829141.0,4.2145766616002085,NY,2015
49429.0,39.2,26953.0,11575977.0,1775836.0,15.340700832422181,477251.0,4.122770803708404,OH,2015
46879.0,36.2,25032.0,3849733.0,624043.0,16.21003326724217,115978.0,3.0126245118817327,OK,2015
51243.0,39.1,27684.0,3939233.0,636947.0,16.16931519409997,184016.0,4.671366227892587,OR,2015
53599.0,40.5,29291.0,12779559.0,1666569.0,13.040896012139385,514993.0,4.029818243336879,PA,2015
19350.0,38.7,11394.0,3583073.0,1616117.0,45.10421640865258,235772.0,6.580161777334707,PR,2015
56852.0,39.7,31118.0,1053661.0,144223.0,13.687799016951372,48418.0,4.595216108406784,RI,2015
45483.0,38.6,24604.0,4777576.0,830901.0,17.391685658166402,217977.0,4.562501988456071,SC,2015
50957.0,36.8,26747.0,843190.0,114907.0,13.627652130599273,20220.0,2.3980360298390635,SD,2015
45219.0,38.4,25227.0,6499615.0,1117594.0,17.194772305744262,266297.0,4.09711959862238,TN,2015
53207.0,34.1,26999.0,26538614.0,4472451.0,16.852617095979465,912068.0,3.4367582270875188,TX,2015
60727.0,30.1,24686.0,2903379.0,351601.0,12.110062103500784,81870.0,2.819817874276834,UT,2015
65015.0,37.6,34152.0,8256630.0,921822.0,11.164627699194462,276030.0,3.3431315197604827,VA,2015
55176.0,42.4,29894.0,626604.0,69233.0,11.048924041340305,18957.0,3.0253557270620686,VT,2015
61062.0,37.4,31762.0,6985464.0,908512.0,13.005750226470282,277806.0,3.9769154919415515,WA,2015
53357.0,39.0,28340.0,5742117.0,724348.0,12.614650659330001,193763.0,3.3744174840045926,WI,2015
41751.0,41.8,23450.0,1851420.0,323384.0,17.466809259919412,63341.0,3.4212118265979625,WV,2015
58840.0,36.8,29803.0,579679.0,64995.0,11.212239877587423,15002.0,2.587984039442519,WY,2015
