date,pb_winners,pp_winners,states,total_winners
4/12/2017,512,628,North Dakota,1140
4/12/2017,8855,2601,Ohio,11456
4/12/2017,2096,2066,Oklahoma,4162
4/12/2017,3064,1106,Oregon,4170
4/12/2017,15548,5700,Pennsylvania,21248
4/12/2017,995,6875,Puerto Rico,7870
4/12/2017,2285,750,Rhode Island,3035
4/12/2017,4065,3495,South Carolina,7560
4/12/2017,1061,416,South Dakota,1477
4/12/2017,6595,3209,Tennessee,9804
4/12/2017,17640,8100,Texas,25740
4/12/2017,468,409,Vermont,877
4/12/2017,77,240,Virgin Islands,317
4/12/2017,8447,2201,Virginia,10648
4/12/2017,5075,879,Washington,5954
4/12/2017,3138,652,West Virginia,3790
4/12/2017,7444,1608,Wisconsin,9052
4/12/2017,588,451,Wyoming,1039
4/8/2017,10405,1810,Arizona,12215
4/8/2017,1657,1687,Arkansas,3344
4/8/2017,45205,0,California,45205
4/8/2017,3543,3487,Colorado,7030
4/8/2017,5268,3037,Connecticut,8305
4/8/2017,2039,386,Delaware,2425
4/8/2017,1066,258,Dist. of Columbia,1324
4/8/2017,37452,11477,Florida,48929
4/8/2017,13264,1862,Georgia,15126
4/8/2017,2629,794,Idaho,3423
4/8/2017,12711,2570,Illinois,15281
4/8/2017,8797,2237,Indiana,11034
4/8/2017,3894,1827,Iowa,5721
4/8/2017,3753,500,Kansas,4253
4/8/2017,7446,1336,Kentucky,8782
4/8/2017,7674,2687,Louisiana,10361
4/8/2017,1054,1115,Maine,2169
4/8/2017,9307,1577,Maryland,10884
4/8/2017,9363,1311,Massachusetts,10674
4/8/2017,12073,1595,Michigan,13668
4/8/2017,6770,676,Minnesota,7446
4/8/2017,10097,977,Missouri,11074
4/8/2017,836,579,Montana,1415
4/8/2017,3828,751,Nebraska,4579
4/8/2017,3135,609,New Hampshire,3744
4/8/2017,17557,2753,New Jersey,20310
4/8/2017,2183,831,New Mexico,3014
4/8/2017,32598,3402,New York,36000
4/8/2017,11272,5042,North Carolina,16314
4/8/2017,519,655,North Dakota,1174
4/8/2017,10252,3130,Ohio,13382
4/8/2017,2312,2342,Oklahoma,4654
4/8/2017,3100,1125,Oregon,4225
4/8/2017,17309,6393,Pennsylvania,23702
4/8/2017,1217,9460,Puerto Rico,10677
4/8/2017,2620,902,Rhode Island,3522
4/8/2017,5005,4519,South Carolina,9524
4/8/2017,1044,435,South Dakota,1479
4/8/2017,7479,3704,Tennessee,11183
4/8/2017,19776,9524,Texas,29300
4/8/2017,507,443,Vermont,950
4/8/2017,84,258,Virgin Islands,342
4/8/2017,9805,2554,Virginia,12359
4/8/2017,4793,943,Washington,5736
4/8/2017,3264,737,West Virginia,4001
4/8/2017,7818,1705,Wisconsin,9523
4/8/2017,563,447,Wyoming,1010
4/5/2017,10372,2040,Arizona,12412
4/5/2017,1589,1674,Arkansas,3263
4/5/2017,44375,0,California,44375
4/5/2017,3407,3435,Colorado,6842
4/5/2017,5369,3214,Connecticut,8583
4/5/2017,2063,428,Delaware,2491
4/5/2017,1112,227,Dist. of Columbia,1339
4/5/2017,37038,12020,Florida,49058
4/5/2017,11479,1683,Georgia,13162
4/5/2017,2907,916,Idaho,3823
4/5/2017,12586,2777,Illinois,15363
4/5/2017,8381,2496,Indiana,10877
4/5/2017,4032,1761,Iowa,5793
4/5/2017,3585,564,Kansas,4149
4/5/2017,7188,1402,Kentucky,8590
4/5/2017,7099,2727,Louisiana,9826
4/5/2017,1058,1052,Maine,2110
4/5/2017,9004,1609,Maryland,10613
4/5/2017,9846,1595,Massachusetts,11441
4/5/2017,12050,1739,Michigan,13789
4/5/2017,6500,697,Minnesota,7197
4/5/2017,9653,1086,Missouri,10739
4/5/2017,956,606,Montana,1562
4/5/2017,4009,864,Nebraska,4873
4/5/2017,3113,687,New Hampshire,3800
4/5/2017,17405,2648,New Jersey,20053
4/5/2017,2268,928,New Mexico,3196
4/5/2017,31169,3469,New York,34638
4/5/2017,10647,4684,North Carolina,15331
4/5/2017,557,697,North Dakota,1254
4/5/2017,10142,3294,Ohio,13436
4/5/2017,2217,2252,Oklahoma,4469
4/5/2017,3111,1149,Oregon,4260
4/5/2017,17071,6689,Pennsylvania,23760
4/5/2017,1083,7645,Puerto Rico,8728
4/5/2017,2596,969,Rhode Island,3565
4/5/2017,4498,4033,South Carolina,8531
4/5/2017,1134,476,South Dakota,1610
4/5/2017,7416,3780,Tennessee,11196
4/5/2017,18686,9298,Texas,27984
4/5/2017,551,487,Vermont,1038
4/5/2017,97,229,Virgin Islands,326
4/5/2017,9408,2701,Virginia,12109
4/5/2017,4991,933,Washington,5924
4/5/2017,3388,774,West Virginia,4162
4/5/2017,7614,1822,Wisconsin,9436
4/5/2017,673,493,Wyoming,1166
4/1/2017,9782,1810,Arizona,11592
4/1/2017,1539,1555,Arkansas,3094
4/1/2017,43583,0,California,43583
4/1/2017,3536,3489,Colorado,7025
4/1/2017,5052,3050,Connecticut,8102
4/1/2017,2068,384,Delaware,2452
4/1/2017,1107,240,Dist. of Columbia,1347
4/1/2017,37427,11405,Florida,48832
4/1/2017,12900,1636,Georgia,14536
4/1/2017,2449,713,Idaho,3162
4/1/2017,12123,2384,Illinois,14507
4/1/2017,8677,2098,Indiana,10775
4/1/2017,3941,1945,Iowa,5886
4/1/2017,3772,522,Kansas,4294
4/1/2017,7685,1282,Kentucky,8967
4/1/2017,7605,2620,Louisiana,10225
4/1/2017,1068,1170,Maine,2238
4/1/2017,9538,1592,Maryland,11130
4/1/2017,9278,1274,Massachusetts,10552
4/1/2017,12703,1569,Michigan,14272
4/1/2017,6581,664,Minnesota,7245
4/1/2017,9391,914,Missouri,10305
4/1/2017,865,524,Montana,1389
4/1/2017,3702,807,Nebraska,4509
4/1/2017,3013,566,New Hampshire,3579
4/1/2017,17141,2666,New Jersey,19807
4/1/2017,2095,812,New Mexico,2907
4/1/2017,31350,3596,New York,34946
4/1/2017,10995,4670,North Carolina,15665
4/1/2017,482,606,North Dakota,1088
4/1/2017,9812,3046,Ohio,12858
4/1/2017,2265,2194,Oklahoma,4459
4/1/2017,3125,1152,Oregon,4277
4/1/2017,16679,6114,Pennsylvania,22793
4/1/2017,1313,9314,Puerto Rico,10627
4/1/2017,2423,804,Rhode Island,3227
4/1/2017,4863,4126,South Carolina,8989
4/1/2017,1046,466,South Dakota,1512
4/1/2017,7533,3680,Tennessee,11213
4/1/2017,20332,9552,Texas,29884
4/1/2017,496,459,Vermont,955
4/1/2017,81,230,Virgin Islands,311
4/1/2017,9989,2711,Virginia,12700
4/1/2017,4673,831,Washington,5504
4/1/2017,3315,713,West Virginia,4028
4/1/2017,7530,1602,Wisconsin,9132
4/1/2017,524,393,Wyoming,917
3/29/2017,10353,1956,Arizona,12309
3/29/2017,1463,1527,Arkansas,2990
3/29/2017,44043,0,California,44043
3/29/2017,3555,3538,Colorado,7093
3/29/2017,5285,3154,Connecticut,8439
3/29/2017,2069,402,Delaware,2471
3/29/2017,1120,246,Dist. of Columbia,1366
3/29/2017,39381,12493,Florida,51874
3/29/2017,12331,1720,Georgia,14051
3/29/2017,2577,757,Idaho,3334
3/29/2017,12101,2588,Illinois,14689
3/29/2017,7982,2121,Indiana,10103
3/29/2017,4087,1906,Iowa,5993
3/29/2017,3578,547,Kansas,4125
3/29/2017,7284,1346,Kentucky,8630
3/29/2017,7200,2601,Louisiana,9801
3/29/2017,1062,1069,Maine,2131
3/29/2017,9509,1514,Maryland,11023
3/29/2017,9559,1479,Massachusetts,11038
3/29/2017,12230,1717,Michigan,13947
3/29/2017,6487,660,Minnesota,7147
3/29/2017,9238,961,Missouri,10199
3/29/2017,932,555,Montana,1487
3/29/2017,3697,762,Nebraska,4459
3/29/2017,3060,643,New Hampshire,3703
3/29/2017,17089,2659,New Jersey,19748
3/29/2017,2133,837,New Mexico,2970
3/29/2017,29412,3223,New York,32635
3/29/2017,11245,4956,North Carolina,16201
3/29/2017,562,686,North Dakota,1248
3/29/2017,9654,2952,Ohio,12606
3/29/2017,2422,2408,Oklahoma,4830
3/29/2017,2988,1143,Oregon,4131
3/29/2017,16983,6342,Pennsylvania,23325
3/29/2017,1090,7811,Puerto Rico,8901
3/29/2017,2442,845,Rhode Island,3287
3/29/2017,5003,4330,South Carolina,9333
3/29/2017,1122,515,South Dakota,1637
3/29/2017,7718,3840,Tennessee,11558
3/29/2017,20007,9463,Texas,29470
3/29/2017,510,465,Vermont,975
3/29/2017,90,246,Virgin Islands,336
3/29/2017,9603,2686,Virginia,12289
3/29/2017,4746,925,Washington,5671
3/29/2017,3276,760,West Virginia,4036
3/29/2017,7344,1660,Wisconsin,9004
3/29/2017,622,460,Wyoming,1082
3/25/2017,10064,1743,Arizona,11807
3/25/2017,1520,1571,Arkansas,3091
3/25/2017,43494,0,California,43494
3/25/2017,3404,3284,Colorado,6688
3/25/2017,4905,2864,Connecticut,7769
3/25/2017,2150,395,Delaware,2545
3/25/2017,1040,232,Dist. of Columbia,1272
3/25/2017,38426,11162,Florida,49588
3/25/2017,13057,1582,Georgia,14639
3/25/2017,2635,760,Idaho,3395
3/25/2017,11863,2420,Illinois,14283
3/25/2017,8727,2163,Indiana,10890
3/25/2017,4034,1912,Iowa,5946
3/25/2017,3803,552,Kansas,4355
3/25/2017,7954,1251,Kentucky,9205
3/25/2017,7432,2423,Louisiana,9855
3/25/2017,962,1123,Maine,2085
3/25/2017,9268,1371,Maryland,10639
3/25/2017,9206,1205,Massachusetts,10411
3/25/2017,11848,1394,Michigan,13242
3/25/2017,6487,640,Minnesota,7127
3/25/2017,9404,886,Missouri,10290
3/25/2017,844,565,Montana,1409
3/25/2017,3557,666,Nebraska,4223
3/25/2017,3129,543,New Hampshire,3672
3/25/2017,16355,2263,New Jersey,18618
3/25/2017,2134,798,New Mexico,2932
3/25/2017,32477,2907,New York,35384
3/25/2017,11406,4646,North Carolina,16052
3/25/2017,532,649,North Dakota,1181
3/25/2017,10007,2884,Ohio,12891
3/25/2017,2232,2254,Oklahoma,4486
3/25/2017,2836,1101,Oregon,3937
3/25/2017,17153,6080,Pennsylvania,23233
3/25/2017,1173,9291,Puerto Rico,10464
3/25/2017,2526,826,Rhode Island,3352
3/25/2017,5023,4272,South Carolina,9295
3/25/2017,1084,438,South Dakota,1522
3/25/2017,7978,3857,Tennessee,11835
3/25/2017,19689,8802,Texas,28491
3/25/2017,499,498,Vermont,997
3/25/2017,78,214,Virgin Islands,292
3/25/2017,9379,2355,Virginia,11734
3/25/2017,4549,798,Washington,5347
3/25/2017,3369,715,West Virginia,4084
3/25/2017,7140,1554,Wisconsin,8694
3/25/2017,600,442,Wyoming,1042
3/22/2017,13887,2351,Arizona,16238
3/22/2017,1990,1951,Arkansas,3941
3/22/2017,71158,0,California,71158
3/22/2017,5469,4606,Colorado,10075
3/22/2017,7095,3829,Connecticut,10924
3/22/2017,2777,548,Delaware,3325
3/22/2017,1359,310,Dist. of Columbia,1669
3/22/2017,50776,15148,Florida,65924
3/22/2017,17979,2233,Georgia,20212
3/22/2017,3532,905,Idaho,4437
3/22/2017,18637,3476,Illinois,22113
3/22/2017,11351,2636,Indiana,13987
3/22/2017,5412,2313,Iowa,7725
3/22/2017,5038,699,Kansas,5737
3/22/2017,10100,1643,Kentucky,11743
3/22/2017,9958,3219,Louisiana,13177
3/22/2017,1282,1283,Maine,2565
3/22/2017,12539,1992,Maryland,14531
3/22/2017,14260,1884,Massachusetts,16144
3/22/2017,17378,2088,Michigan,19466
3/22/2017,9284,854,Minnesota,10138
3/22/2017,13807,1318,Missouri,15125
3/22/2017,1074,607,Montana,1681
3/22/2017,5079,927,Nebraska,6006
3/22/2017,3841,701,New Hampshire,4542
3/22/2017,26785,3476,New Jersey,30261
3/22/2017,2791,1060,New Mexico,3851
3/22/2017,47454,4413,New York,51867
3/22/2017,15133,6075,North Carolina,21208
3/22/2017,751,843,North Dakota,1594
3/22/2017,14758,3939,Ohio,18697
3/22/2017,3445,3151,Oklahoma,6596
3/22/2017,5732,1606,Oregon,7338
3/22/2017,26203,8861,Pennsylvania,35064
3/22/2017,1347,8758,Puerto Rico,10105
3/22/2017,3036,971,Rhode Island,4007
3/22/2017,6160,5135,South Carolina,11295
3/22/2017,1465,578,South Dakota,2043
3/22/2017,10146,4689,Tennessee,14835
3/22/2017,29043,12445,Texas,41488
3/22/2017,617,512,Vermont,1129
3/22/2017,119,286,Virgin Islands,405
3/22/2017,13408,3385,Virginia,16793
3/22/2017,8333,1316,Washington,9649
3/22/2017,4441,984,West Virginia,5425
3/22/2017,10380,2073,Wisconsin,12453
3/22/2017,742,563,Wyoming,1305
3/18/2017,14686,2516,Arizona,17202
3/18/2017,2258,2258,Arkansas,4516
3/18/2017,69826,0,California,69826
3/18/2017,5781,4984,Colorado,10765
3/18/2017,7759,4281,Connecticut,12040
3/18/2017,3166,568,Delaware,3734
3/18/2017,1525,324,Dist. of Columbia,1849
3/18/2017,56957,16424,Florida,73381
3/18/2017,20839,2495,Georgia,23334
3/18/2017,4133,956,Idaho,5089
3/18/2017,19281,3585,Illinois,22866
3/18/2017,13255,2906,Indiana,16161
3/18/2017,6035,2477,Iowa,8512
3/18/2017,5525,750,Kansas,6275
3/18/2017,10883,1759,Kentucky,12642
3/18/2017,10899,3618,Louisiana,14517
3/18/2017,1729,1633,Maine,3362
3/18/2017,13711,2131,Maryland,15842
3/18/2017,15622,2053,Massachusetts,17675
3/18/2017,19323,2221,Michigan,21544
3/18/2017,9553,861,Minnesota,10414
3/18/2017,15278,1365,Missouri,16643
3/18/2017,1193,707,Montana,1900
3/18/2017,5281,1011,Nebraska,6292
3/18/2017,4722,871,New Hampshire,5593
3/18/2017,27075,3714,New Jersey,30789
3/18/2017,3136,1111,New Mexico,4247
3/18/2017,49110,4769,New York,53879
3/18/2017,17512,6914,North Carolina,24426
3/18/2017,811,887,North Dakota,1698
3/18/2017,15077,4184,Ohio,19261
3/18/2017,3708,3345,Oklahoma,7053
3/18/2017,5452,1622,Oregon,7074
3/18/2017,28576,9659,Pennsylvania,38235
3/18/2017,1748,11713,Puerto Rico,13461
3/18/2017,3631,1165,Rhode Island,4796
3/18/2017,7138,5832,South Carolina,12970
3/18/2017,1503,624,South Dakota,2127
3/18/2017,11586,5550,Tennessee,17136
3/18/2017,30656,13034,Texas,43690
3/18/2017,756,650,Vermont,1406
3/18/2017,127,312,Virgin Islands,439
3/18/2017,14984,3674,Virginia,18658
3/18/2017,8117,1350,Washington,9467
3/18/2017,4729,1044,West Virginia,5773
3/18/2017,10765,2244,Wisconsin,13009
3/18/2017,712,554,Wyoming,1266
3/15/2017,11943,1865,Arizona,13808
3/15/2017,1767,1707,Arkansas,3474
3/15/2017,60008,0,California,60008
3/15/2017,4744,4040,Colorado,8784
3/15/2017,5581,2901,Connecticut,8482
3/15/2017,2186,407,Delaware,2593
3/15/2017,1069,204,Dist. of Columbia,1273
3/15/2017,42762,12390,Florida,55152
3/15/2017,15603,1940,Georgia,17543
3/15/2017,3152,923,Idaho,4075
3/15/2017,15380,2788,Illinois,18168
3/15/2017,9801,2318,Indiana,12119
3/15/2017,4569,1921,Iowa,6490
3/15/2017,4568,636,Kansas,5204
3/15/2017,8771,1289,Kentucky,10060
3/15/2017,8578,2696,Louisiana,11274
3/15/2017,1008,1019,Maine,2027
3/15/2017,9587,1381,Maryland,10968
3/15/2017,10333,1309,Massachusetts,11642
3/15/2017,14561,1614,Michigan,16175
3/15/2017,7769,711,Minnesota,8480
3/15/2017,12188,1024,Missouri,13212
3/15/2017,1001,574,Montana,1575
3/15/2017,4327,820,Nebraska,5147
3/15/2017,2957,553,New Hampshire,3510
3/15/2017,19384,2615,New Jersey,21999
3/15/2017,2444,920,New Mexico,3364
3/15/2017,35233,3193,New York,38426
3/15/2017,12637,5055,North Carolina,17692
3/15/2017,663,803,North Dakota,1466
3/15/2017,11852,3018,Ohio,14870
3/15/2017,2910,3090,Oklahoma,6000
3/15/2017,4766,1382,Oregon,6148
3/15/2017,19455,6358,Pennsylvania,25813
3/15/2017,1163,7911,Puerto Rico,9074
3/15/2017,2554,795,Rhode Island,3349
3/15/2017,5348,4377,South Carolina,9725
3/15/2017,1230,501,South Dakota,1731
3/15/2017,8550,4064,Tennessee,12614
3/15/2017,24352,10316,Texas,34668
3/15/2017,518,401,Vermont,919
3/15/2017,91,211,Virgin Islands,302
3/15/2017,10672,2646,Virginia,13318
3/15/2017,7303,1190,Washington,8493
3/15/2017,3596,769,West Virginia,4365
3/15/2017,8551,1760,Wisconsin,10311
3/15/2017,691,507,Wyoming,1198
3/11/2017,13987,2574,Arizona,16561
3/11/2017,2183,2274,Arkansas,4457
3/11/2017,65332,0,California,65332
3/11/2017,5574,5199,Colorado,10773
3/11/2017,7543,4172,Connecticut,11715
3/11/2017,2896,595,Delaware,3491
3/11/2017,1409,309,Dist. of Columbia,1718
3/11/2017,58873,18235,Florida,77108
3/11/2017,19074,2440,Georgia,21514
3/11/2017,3568,979,Idaho,4547
3/11/2017,17370,3597,Illinois,20967
3/11/2017,12251,2984,Indiana,15235
3/11/2017,5589,2378,Iowa,7967
3/11/2017,5189,801,Kansas,5990
3/11/2017,10317,1805,Kentucky,12122
3/11/2017,10321,3606,Louisiana,13927
3/11/2017,1495,1448,Maine,2943
3/11/2017,13724,2185,Maryland,15909
3/11/2017,13371,1943,Massachusetts,15314
3/11/2017,17514,2217,Michigan,19731
3/11/2017,8712,816,Minnesota,9528
3/11/2017,13500,1292,Missouri,14792
3/11/2017,1139,661,Montana,1800
3/11/2017,4973,1043,Nebraska,6016
3/11/2017,4036,782,New Hampshire,4818
3/11/2017,23879,3442,New Jersey,27321
3/11/2017,2923,1164,New Mexico,4087
3/11/2017,43003,4348,New York,47351
3/11/2017,17967,7242,North Carolina,25209
3/11/2017,701,921,North Dakota,1622
3/11/2017,13923,4123,Ohio,18046
3/11/2017,3505,3604,Oklahoma,7109
3/11/2017,4936,1565,Oregon,6501
3/11/2017,26121,9182,Pennsylvania,35303
3/11/2017,1707,11735,Puerto Rico,13442
3/11/2017,3292,1094,Rhode Island,4386
3/11/2017,7368,6157,South Carolina,13525
3/11/2017,1405,622,South Dakota,2027
3/11/2017,11204,5511,Tennessee,16715
3/11/2017,31451,13732,Texas,45183
3/11/2017,707,593,Vermont,1300
3/11/2017,128,332,Virgin Islands,460
3/11/2017,14524,3772,Virginia,18296
3/11/2017,7382,1391,Washington,8773
3/11/2017,4556,1103,West Virginia,5659
3/11/2017,10130,2261,Wisconsin,12391
3/11/2017,781,518,Wyoming,1299
3/8/2017,11341,2056,Arizona,13397
3/8/2017,1659,1612,Arkansas,3271
3/8/2017,52266,0,California,52266
3/8/2017,4037,3991,Colorado,8028
3/8/2017,5896,3246,Connecticut,9142
3/8/2017,2318,482,Delaware,2800
3/8/2017,1323,246,Dist. of Columbia,1569
3/8/2017,41912,12613,Florida,54525
3/8/2017,14301,1869,Georgia,16170
3/8/2017,2912,832,Idaho,3744
3/8/2017,13994,2878,Illinois,16872
3/8/2017,9072,2180,Indiana,11252
3/8/2017,4277,1913,Iowa,6190
3/8/2017,4118,568,Kansas,4686
3/8/2017,8055,1370,Kentucky,9425
3/8/2017,8218,2779,Louisiana,10997
3/8/2017,1198,1234,Maine,2432
3/8/2017,10505,1640,Maryland,12145
3/8/2017,10998,1548,Massachusetts,12546
3/8/2017,13234,1686,Michigan,14920
3/8/2017,6943,679,Minnesota,7622
3/8/2017,10880,1016,Missouri,11896
3/8/2017,1002,561,Montana,1563
3/8/2017,4018,864,Nebraska,4882
3/8/2017,3487,601,New Hampshire,4088
3/8/2017,20932,3086,New Jersey,24018
3/8/2017,2406,942,New Mexico,3348
3/8/2017,37736,3849,New York,41585
3/8/2017,12674,5184,North Carolina,17858
3/8/2017,530,725,North Dakota,1255
3/8/2017,10796,3094,Ohio,13890
3/8/2017,2657,2447,Oklahoma,5104
3/8/2017,3806,1240,Oregon,5046
3/8/2017,19260,6985,Pennsylvania,26245
3/8/2017,1142,8098,Puerto Rico,9240
3/8/2017,2607,907,Rhode Island,3514
3/8/2017,5404,4597,South Carolina,10001
3/8/2017,1177,537,South Dakota,1714
3/8/2017,8338,4101,Tennessee,12439
3/8/2017,22083,10009,Texas,32092
3/8/2017,582,486,Vermont,1068
3/8/2017,109,202,Virgin Islands,311
3/8/2017,10767,2831,Virginia,13598
3/8/2017,5904,1063,Washington,6967
3/8/2017,3653,858,West Virginia,4511
3/8/2017,8028,1639,Wisconsin,9667
3/8/2017,665,483,Wyoming,1148
3/4/2017,11775,2053,Arizona,13828
3/4/2017,1889,1929,Arkansas,3818
3/4/2017,51267,0,California,51267
3/4/2017,4362,4034,Colorado,8396
3/4/2017,5970,3626,Connecticut,9596
3/4/2017,2552,506,Delaware,3058
3/4/2017,1161,261,Dist. of Columbia,1422
3/4/2017,47506,14527,Florida,62033
3/4/2017,14930,1944,Georgia,16874
3/4/2017,3088,880,Idaho,3968
3/4/2017,14210,2956,Illinois,17166
3/4/2017,10526,2596,Indiana,13122
3/4/2017,4858,2132,Iowa,6990
3/4/2017,4598,680,Kansas,5278
3/4/2017,9002,1446,Kentucky,10448
3/4/2017,9156,3120,Louisiana,12276
3/4/2017,1272,1321,Maine,2593
3/4/2017,10902,1783,Maryland,12685
3/4/2017,10760,1552,Massachusetts,12312
3/4/2017,14047,1749,Michigan,15796
3/4/2017,7459,733,Minnesota,8192
3/4/2017,11531,1087,Missouri,12618
3/4/2017,1015,627,Montana,1642
3/4/2017,4264,836,Nebraska,5100
3/4/2017,3485,674,New Hampshire,4159
3/4/2017,19679,2828,New Jersey,22507
3/4/2017,2527,1026,New Mexico,3553
3/4/2017,34465,3713,New York,38178
3/4/2017,14671,6018,North Carolina,20689
3/4/2017,574,724,North Dakota,1298
3/4/2017,11341,3441,Ohio,14782
3/4/2017,2926,2849,Oklahoma,5775
3/4/2017,3648,1264,Oregon,4912
3/4/2017,20235,7569,Pennsylvania,27804
3/4/2017,1545,11439,Puerto Rico,12984
3/4/2017,3107,957,Rhode Island,4064
3/4/2017,5881,5223,South Carolina,11104
3/4/2017,1245,524,South Dakota,1769
3/4/2017,9219,4707,Tennessee,13926
3/4/2017,24060,11072,Texas,35132
3/4/2017,564,516,Vermont,1080
3/4/2017,83,279,Virgin Islands,362
3/4/2017,11268,3103,Virginia,14371
3/4/2017,5593,1072,Washington,6665
3/4/2017,4041,890,West Virginia,4931
3/4/2017,8505,1930,Wisconsin,10435
3/4/2017,642,501,Wyoming,1143
3/1/2017,10787,1927,Arizona,12714
3/1/2017,1576,1964,Arkansas,3540
3/1/2017,49358,0,California,49358
3/1/2017,3673,3806,Colorado,7479
3/1/2017,5408,3147,Connecticut,8555
3/1/2017,2258,419,Delaware,2677
3/1/2017,1168,272,Dist. of Columbia,1440
3/1/2017,41883,13013,Florida,54896
3/1/2017,12865,1667,Georgia,14532
3/1/2017,2896,874,Idaho,3770
3/1/2017,12511,2639,Illinois,15150
3/1/2017,8100,2028,Indiana,10128
3/1/2017,4190,1907,Iowa,6097
3/1/2017,4001,557,Kansas,4558
3/1/2017,7611,1262,Kentucky,8873
3/1/2017,7372,2593,Louisiana,9965
3/1/2017,1057,1122,Maine,2179
3/1/2017,9608,1561,Maryland,11169
3/1/2017,9522,1367,Massachusetts,10889
3/1/2017,12187,1560,Michigan,13747
3/1/2017,6690,603,Minnesota,7293
3/1/2017,10075,1047,Missouri,11122
3/1/2017,945,579,Montana,1524
3/1/2017,3930,721,Nebraska,4651
3/1/2017,2991,583,New Hampshire,3574
3/1/2017,18345,2660,New Jersey,21005
3/1/2017,2204,886,New Mexico,3090
3/1/2017,33482,3381,New York,36863
3/1/2017,12114,5201,North Carolina,17315
3/1/2017,580,676,North Dakota,1256
3/1/2017,9900,3007,Ohio,12907
3/1/2017,2614,2544,Oklahoma,5158
3/1/2017,3403,1188,Oregon,4591
3/1/2017,17983,6754,Pennsylvania,24737
3/1/2017,1207,8630,Puerto Rico,9837
3/1/2017,2656,819,Rhode Island,3475
3/1/2017,5032,4378,South Carolina,9410
3/1/2017,1160,463,South Dakota,1623
3/1/2017,7938,4149,Tennessee,12087
3/1/2017,20591,9551,Texas,30142
3/1/2017,482,469,Vermont,951
3/1/2017,84,261,Virgin Islands,345
3/1/2017,9878,2605,Virginia,12483
3/1/2017,5436,908,Washington,6344
3/1/2017,3390,782,West Virginia,4172
3/1/2017,7521,1653,Wisconsin,9174
3/1/2017,624,479,Wyoming,1103
2/25/2017,11744,2008,Arizona,13752
2/25/2017,1733,2263,Arkansas,3996
2/25/2017,52487,0,California,52487
2/25/2017,3827,3676,Colorado,7503
2/25/2017,5600,3079,Connecticut,8679
2/25/2017,2531,454,Delaware,2985
2/25/2017,1105,231,Dist. of Columbia,1336
2/25/2017,46268,13514,Florida,59782
2/25/2017,13839,1651,Georgia,15490
2/25/2017,3178,818,Idaho,3996
2/25/2017,13374,2695,Illinois,16069
2/25/2017,9066,2178,Indiana,11244
2/25/2017,4102,1928,Iowa,6030
2/25/2017,4072,589,Kansas,4661
2/25/2017,8223,1249,Kentucky,9472
2/25/2017,8738,2733,Louisiana,11471
2/25/2017,1176,1248,Maine,2424
2/25/2017,10634,1614,Maryland,12248
2/25/2017,10641,1383,Massachusetts,12024
2/25/2017,13652,1564,Michigan,15216
2/25/2017,7012,649,Minnesota,7661
2/25/2017,9930,934,Missouri,10864
2/25/2017,974,584,Montana,1558
2/25/2017,3775,752,Nebraska,4527
2/25/2017,3476,633,New Hampshire,4109
2/25/2017,18001,2512,New Jersey,20513
2/25/2017,2413,918,New Mexico,3331
2/25/2017,32153,3085,New York,35238
2/25/2017,13470,5153,North Carolina,18623
2/25/2017,558,704,North Dakota,1262
2/25/2017,11164,3001,Ohio,14165
2/25/2017,2724,2576,Oklahoma,5300
2/25/2017,3483,1163,Oregon,4646
2/25/2017,18971,6646,Pennsylvania,25617
2/25/2017,1421,10693,Puerto Rico,12114
2/25/2017,2861,881,Rhode Island,3742
2/25/2017,5682,4725,South Carolina,10407
2/25/2017,1053,472,South Dakota,1525
2/25/2017,8989,4422,Tennessee,13411
2/25/2017,22883,9985,Texas,32868
2/25/2017,571,505,Vermont,1076
2/25/2017,93,228,Virgin Islands,321
2/25/2017,10455,2691,Virginia,13146
2/25/2017,4933,859,Washington,5792
2/25/2017,3722,791,West Virginia,4513
2/25/2017,7969,1648,Wisconsin,9617
2/25/2017,679,462,Wyoming,1141
2/22/2017,63407,6343,Arizona,69750
2/22/2017,9387,9937,Arkansas,19324
2/22/2017,318358,0,California,318358
2/22/2017,20609,14353,Colorado,34962
2/22/2017,35524,13605,Connecticut,49129
2/22/2017,14342,1516,Delaware,15858
2/22/2017,5431,756,Dist. of Columbia,6187
2/22/2017,197680,41278,Florida,238958
2/22/2017,83204,6181,Georgia,89385
2/22/2017,9935,2102,Idaho,12037
2/22/2017,98908,11324,Illinois,110232
2/22/2017,47933,7269,Indiana,55202
2/22/2017,20946,6635,Iowa,27581
2/22/2017,16740,1583,Kansas,18323
2/22/2017,34921,3675,Kentucky,38596
2/22/2017,34046,7684,Louisiana,41730
2/22/2017,4018,2991,Maine,7009
2/22/2017,66468,5667,Maryland,72135
2/22/2017,104291,6698,Massachusetts,110989
2/22/2017,93136,5384,Michigan,98520
2/22/2017,39896,1918,Minnesota,41814
2/22/2017,51497,2818,Missouri,54315
2/22/2017,3538,1554,Montana,5092
2/22/2017,14757,1831,Nebraska,16588
2/22/2017,17736,1907,New Hampshire,19643
2/22/2017,167762,12312,New Jersey,180074
2/22/2017,10224,3004,New Mexico,13228
2/22/2017,242932,12381,New York,255313
2/22/2017,66192,17086,North Carolina,83278
2/22/2017,3406,2744,North Dakota,6150
2/22/2017,85560,15232,Ohio,100792
2/22/2017,13078,9111,Oklahoma,22189
