date,pb_winners,pp_winners,states,total_winners
5/16/2012,5066,3419,Colorado,8485
5/16/2012,5907,2259,Connecticut,8166
5/16/2012,2463,339,Delaware,2802
5/16/2012,1741,295,Dist. of Columbia,2036
5/16/2012,46669,11670,Florida,58339
5/16/2012,11678,1252,Georgia,12930
5/16/2012,3395,691,Idaho,4086
5/16/2012,14293,2247,Illinois,16540
5/16/2012,8966,2262,Indiana,11228
5/16/2012,5078,1530,Iowa,6608
5/16/2012,4102,477,Kansas,4579
5/16/2012,8435,1081,Kentucky,9516
5/16/2012,8929,2135,Louisiana,11064
5/16/2012,1422,955,Maine,2377
5/16/2012,9057,1092,Maryland,10149
5/16/2012,8401,1052,Massachusetts,9453
5/16/2012,10825,1419,Michigan,12244
5/16/2012,8626,728,Minnesota,9354
5/16/2012,10407,888,Missouri,11295
5/16/2012,1404,601,Montana,2005
5/16/2012,3898,616,Nebraska,4514
5/16/2012,3199,475,New Hampshire,3674
5/16/2012,19160,2315,New Jersey,21475
5/16/2012,3188,685,New Mexico,3873
5/16/2012,37076,2524,New York,39600
5/16/2012,11489,4737,North Carolina,16226
5/16/2012,693,555,North Dakota,1248
5/16/2012,9496,2382,Ohio,11878
5/16/2012,3285,2310,Oklahoma,5595
5/16/2012,3265,947,Oregon,4212
5/16/2012,23182,6139,Pennsylvania,29321
5/16/2012,2939,620,Rhode Island,3559
5/16/2012,5733,4144,South Carolina,9877
5/16/2012,1610,365,South Dakota,1975
5/16/2012,7953,2908,Tennessee,10861
5/16/2012,15387,5407,Texas,20794
5/16/2012,681,365,Vermont,1046
5/16/2012,114,212,Virgin Islands,326
5/16/2012,8834,1657,Virginia,10491
5/16/2012,4786,498,Washington,5284
5/16/2012,3816,478,West Virginia,4294
5/16/2012,7983,1336,Wisconsin,9319
5/12/2012,11542,1229,Arizona,12771
5/12/2012,2088,1475,Arkansas,3563
5/12/2012,5138,3534,Colorado,8672
5/12/2012,6087,2147,Connecticut,8234
5/12/2012,2623,316,Delaware,2939
5/12/2012,1680,303,Dist. of Columbia,1983
5/12/2012,48718,12004,Florida,60722
5/12/2012,12928,1342,Georgia,14270
5/12/2012,3341,663,Idaho,4004
5/12/2012,14680,2141,Illinois,16821
5/12/2012,10335,2558,Indiana,12893
5/12/2012,4985,1477,Iowa,6462
5/12/2012,4625,473,Kansas,5098
5/12/2012,9431,1061,Kentucky,10492
5/12/2012,9616,2337,Louisiana,11953
5/12/2012,1400,950,Maine,2350
5/12/2012,9361,1061,Maryland,10422
5/12/2012,8353,990,Massachusetts,9343
5/12/2012,11120,1377,Michigan,12497
5/12/2012,8720,782,Minnesota,9502
5/12/2012,11091,847,Missouri,11938
5/12/2012,1408,539,Montana,1947
5/12/2012,3900,548,Nebraska,4448
5/12/2012,3344,482,New Hampshire,3826
5/12/2012,17930,2258,New Jersey,20188
5/12/2012,3145,663,New Mexico,3808
5/12/2012,37989,2500,New York,40489
5/12/2012,11343,4506,North Carolina,15849
5/12/2012,667,541,North Dakota,1208
5/12/2012,9348,2410,Ohio,11758
5/12/2012,3342,2266,Oklahoma,5608
5/12/2012,3412,924,Oregon,4336
5/12/2012,22910,6131,Pennsylvania,29041
5/12/2012,3365,688,Rhode Island,4053
5/12/2012,5903,4090,South Carolina,9993
5/12/2012,1530,345,South Dakota,1875
5/12/2012,8022,3123,Tennessee,11145
5/12/2012,14518,5296,Texas,19814
5/12/2012,731,381,Vermont,1112
5/12/2012,121,216,Virgin Islands,337
5/12/2012,9063,1557,Virginia,10620
5/12/2012,4571,471,Washington,5042
5/12/2012,3984,508,West Virginia,4492
5/12/2012,8732,1415,Wisconsin,10147
5/9/2012,9356,1057,Arizona,10413
5/9/2012,1712,1213,Arkansas,2925
5/9/2012,4126,3002,Colorado,7128
5/9/2012,5340,1996,Connecticut,7336
5/9/2012,2180,275,Delaware,2455
5/9/2012,1418,272,Dist. of Columbia,1690
5/9/2012,39900,10461,Florida,50361
5/9/2012,10106,1034,Georgia,11140
5/9/2012,2863,585,Idaho,3448
5/9/2012,12502,1873,Illinois,14375
5/9/2012,7620,1958,Indiana,9578
5/9/2012,4221,1245,Iowa,5466
5/9/2012,3598,430,Kansas,4028
5/9/2012,7214,865,Kentucky,8079
5/9/2012,7704,1905,Louisiana,9609
5/9/2012,1154,876,Maine,2030
5/9/2012,8186,974,Maryland,9160
5/9/2012,7230,915,Massachusetts,8145
5/9/2012,9586,1276,Michigan,10862
5/9/2012,7396,632,Minnesota,8028
5/9/2012,8940,728,Missouri,9668
5/9/2012,1244,533,Montana,1777
5/9/2012,3292,535,Nebraska,3827
5/9/2012,2905,395,New Hampshire,3300
5/9/2012,16052,2007,New Jersey,18059
5/9/2012,2740,564,New Mexico,3304
5/9/2012,31321,2206,New York,33527
5/9/2012,9187,3855,North Carolina,13042
5/9/2012,581,495,North Dakota,1076
5/9/2012,7844,2065,Ohio,9909
5/9/2012,2715,1813,Oklahoma,4528
5/9/2012,2868,749,Oregon,3617
5/9/2012,19508,5189,Pennsylvania,24697
5/9/2012,2622,583,Rhode Island,3205
5/9/2012,4479,3185,South Carolina,7664
5/9/2012,1396,287,South Dakota,1683
5/9/2012,6499,2417,Tennessee,8916
5/9/2012,12222,4645,Texas,16867
5/9/2012,560,324,Vermont,884
5/9/2012,106,162,Virgin Islands,268
5/9/2012,7571,1400,Virginia,8971
5/9/2012,4103,407,Washington,4510
5/9/2012,3464,452,West Virginia,3916
5/9/2012,7057,1181,Wisconsin,8238
5/5/2012,12089,1366,Arizona,13455
5/5/2012,2215,1794,Arkansas,4009
5/5/2012,4617,3480,Colorado,8097
5/5/2012,6007,2390,Connecticut,8397
5/5/2012,2466,351,Delaware,2817
5/5/2012,1706,279,Dist. of Columbia,1985
5/5/2012,49697,12871,Florida,62568
5/5/2012,12629,1332,Georgia,13961
5/5/2012,3540,743,Idaho,4283
5/5/2012,13281,2181,Illinois,15462
5/5/2012,9437,2616,Indiana,12053
5/5/2012,4835,1530,Iowa,6365
5/5/2012,4321,462,Kansas,4783
5/5/2012,9225,1130,Kentucky,10355
5/5/2012,9656,2647,Louisiana,12303
5/5/2012,1284,1062,Maine,2346
5/5/2012,9035,1137,Maryland,10172
5/5/2012,7705,1004,Massachusetts,8709
5/5/2012,10073,1340,Michigan,11413
5/5/2012,8425,747,Minnesota,9172
5/5/2012,11138,952,Missouri,12090
5/5/2012,1387,617,Montana,2004
5/5/2012,3942,630,Nebraska,4572
5/5/2012,3272,501,New Hampshire,3773
5/5/2012,17154,2371,New Jersey,19525
5/5/2012,3172,809,New Mexico,3981
5/5/2012,33169,2503,New York,35672
5/5/2012,11692,5330,North Carolina,17022
5/5/2012,646,553,North Dakota,1199
5/5/2012,8054,2446,Ohio,10500
5/5/2012,3179,2303,Oklahoma,5482
5/5/2012,3041,938,Oregon,3979
5/5/2012,22270,7026,Pennsylvania,29296
5/5/2012,3358,713,Rhode Island,4071
5/5/2012,5873,4554,South Carolina,10427
5/5/2012,1515,369,South Dakota,1884
5/5/2012,8531,3405,Tennessee,11936
5/5/2012,13767,5408,Texas,19175
5/5/2012,668,387,Vermont,1055
5/5/2012,130,186,Virgin Islands,316
5/5/2012,8539,1545,Virginia,10084
5/5/2012,4185,491,Washington,4676
5/5/2012,4065,575,West Virginia,4640
5/5/2012,8563,1495,Wisconsin,10058
5/2/2012,9533,1086,Arizona,10619
5/2/2012,1809,1360,Arkansas,3169
5/2/2012,3804,2900,Colorado,6704
5/2/2012,5288,2166,Connecticut,7454
5/2/2012,2049,249,Delaware,2298
5/2/2012,1545,245,Dist. of Columbia,1790
5/2/2012,39282,10142,Florida,49424
5/2/2012,9952,1125,Georgia,11077
5/2/2012,2989,605,Idaho,3594
5/2/2012,11499,2018,Illinois,13517
5/2/2012,7442,2080,Indiana,9522
5/2/2012,4140,1349,Iowa,5489
5/2/2012,3523,419,Kansas,3942
5/2/2012,7057,881,Kentucky,7938
5/2/2012,8023,2069,Louisiana,10092
5/2/2012,1198,933,Maine,2131
5/2/2012,7965,970,Maryland,8935
5/2/2012,6938,930,Massachusetts,7868
5/2/2012,8996,1261,Michigan,10257
5/2/2012,7093,635,Minnesota,7728
5/2/2012,9140,796,Missouri,9936
5/2/2012,1223,512,Montana,1735
5/2/2012,3364,524,Nebraska,3888
5/2/2012,2719,481,New Hampshire,3200
5/2/2012,15476,2153,New Jersey,17629
5/2/2012,2602,585,New Mexico,3187
5/2/2012,27781,2182,New York,29963
5/2/2012,9229,4059,North Carolina,13288
5/2/2012,534,487,North Dakota,1021
5/2/2012,7277,2260,Ohio,9537
5/2/2012,2500,1831,Oklahoma,4331
5/2/2012,2693,762,Oregon,3455
5/2/2012,18010,5307,Pennsylvania,23317
5/2/2012,2817,594,Rhode Island,3411
5/2/2012,4571,3437,South Carolina,8008
5/2/2012,1342,298,South Dakota,1640
5/2/2012,6427,2587,Tennessee,9014
5/2/2012,11749,4825,Texas,16574
5/2/2012,556,300,Vermont,856
5/2/2012,100,188,Virgin Islands,288
5/2/2012,7321,1415,Virginia,8736
5/2/2012,3626,426,Washington,4052
5/2/2012,3446,467,West Virginia,3913
5/2/2012,7057,1269,Wisconsin,8326
4/28/2012,10599,1163,Arizona,11762
4/28/2012,2252,1568,Arkansas,3820
4/28/2012,4207,3342,Colorado,7549
4/28/2012,5998,2313,Connecticut,8311
4/28/2012,2132,304,Delaware,2436
4/28/2012,1636,285,Dist. of Columbia,1921
4/28/2012,46392,11424,Florida,57816
4/28/2012,11312,1090,Georgia,12402
4/28/2012,3295,632,Idaho,3927
4/28/2012,12480,1920,Illinois,14400
4/28/2012,9169,2423,Indiana,11592
4/28/2012,4725,1484,Iowa,6209
4/28/2012,4239,420,Kansas,4659
4/28/2012,8641,1008,Kentucky,9649
4/28/2012,9241,2281,Louisiana,11522
4/28/2012,1363,1045,Maine,2408
4/28/2012,9190,1006,Maryland,10196
4/28/2012,7886,993,Massachusetts,8879
4/28/2012,9727,1202,Michigan,10929
4/28/2012,7795,668,Minnesota,8463
4/28/2012,10209,836,Missouri,11045
4/28/2012,1290,584,Montana,1874
4/28/2012,3734,550,Nebraska,4284
4/28/2012,3325,487,New Hampshire,3812
4/28/2012,15836,2108,New Jersey,17944
4/28/2012,2867,610,New Mexico,3477
4/28/2012,29430,2225,New York,31655
4/28/2012,11174,4687,North Carolina,15861
4/28/2012,585,538,North Dakota,1123
4/28/2012,8978,2414,Ohio,11392
4/28/2012,3016,2259,Oklahoma,5275
4/28/2012,2876,787,Oregon,3663
4/28/2012,21664,6034,Pennsylvania,27698
4/28/2012,3319,716,Rhode Island,4035
4/28/2012,5520,3945,South Carolina,9465
4/28/2012,1437,331,South Dakota,1768
4/28/2012,8108,3146,Tennessee,11254
4/28/2012,13947,5563,Texas,19510
4/28/2012,622,384,Vermont,1006
4/28/2012,86,154,Virgin Islands,240
4/28/2012,8474,1617,Virginia,10091
4/28/2012,3662,386,Washington,4048
4/28/2012,3966,518,West Virginia,4484
4/28/2012,8036,1427,Wisconsin,9463
4/25/2012,14901,1407,Arizona,16308
4/25/2012,3114,2057,Arkansas,5171
4/25/2012,7269,4331,Colorado,11600
4/25/2012,9984,3158,Connecticut,13142
4/25/2012,3877,466,Delaware,4343
4/25/2012,2324,339,Dist. of Columbia,2663
4/25/2012,70195,15232,Florida,85427
4/25/2012,16981,1596,Georgia,18577
4/25/2012,4644,756,Idaho,5400
4/25/2012,26377,3196,Illinois,29573
4/25/2012,12571,2833,Indiana,15404
4/25/2012,7781,1986,Iowa,9767
4/25/2012,5680,523,Kansas,6203
4/25/2012,12105,1259,Kentucky,13364
4/25/2012,12262,2576,Louisiana,14838
4/25/2012,1625,1056,Maine,2681
4/25/2012,14740,1415,Maryland,16155
4/25/2012,13568,1326,Massachusetts,14894
4/25/2012,18546,1837,Michigan,20383
4/25/2012,13334,932,Minnesota,14266
4/25/2012,14827,1046,Missouri,15873
4/25/2012,1586,553,Montana,2139
4/25/2012,5413,660,Nebraska,6073
4/25/2012,4343,596,New Hampshire,4939
4/25/2012,35374,3138,New Jersey,38512
4/25/2012,4581,827,New Mexico,5408
4/25/2012,65794,3566,New York,69360
4/25/2012,15321,5693,North Carolina,21014
4/25/2012,994,764,North Dakota,1758
4/25/2012,17225,3445,Ohio,20670
4/25/2012,4883,2935,Oklahoma,7818
4/25/2012,5614,1223,Oregon,6837
4/25/2012,39681,8783,Pennsylvania,48464
4/25/2012,4423,825,Rhode Island,5248
4/25/2012,7697,4800,South Carolina,12497
4/25/2012,2186,433,South Dakota,2619
4/25/2012,10940,3614,Tennessee,14554
4/25/2012,23303,7209,Texas,30512
4/25/2012,879,451,Vermont,1330
4/25/2012,144,231,Virgin Islands,375
4/25/2012,13522,2007,Virginia,15529
4/25/2012,6984,559,Washington,7543
4/25/2012,5805,643,West Virginia,6448
4/25/2012,12293,1787,Wisconsin,14080
4/21/2012,15221,1404,Arizona,16625
4/21/2012,3327,2323,Arkansas,5650
4/21/2012,7174,4494,Colorado,11668
4/21/2012,9186,2935,Connecticut,12121
4/21/2012,3767,459,Delaware,4226
4/21/2012,2272,327,Dist. of Columbia,2599
4/21/2012,73075,15757,Florida,88832
4/21/2012,18400,1716,Georgia,20116
4/21/2012,4418,772,Idaho,5190
4/21/2012,25444,2976,Illinois,28420
4/21/2012,13407,2879,Indiana,16286
4/21/2012,7881,2115,Iowa,9996
4/21/2012,5858,571,Kansas,6429
4/21/2012,13177,1311,Kentucky,14488
4/21/2012,13132,2650,Louisiana,15782
4/21/2012,1680,1143,Maine,2823
4/21/2012,14131,1339,Maryland,15470
4/21/2012,12477,1247,Massachusetts,13724
4/21/2012,17125,1742,Michigan,18867
4/21/2012,12904,907,Minnesota,13811
4/21/2012,15465,1019,Missouri,16484
4/21/2012,1638,668,Montana,2306
4/21/2012,5490,690,Nebraska,6180
4/21/2012,4441,567,New Hampshire,5008
4/21/2012,29568,2826,New Jersey,32394
4/21/2012,4734,940,New Mexico,5674
4/21/2012,57540,3174,New York,60714
4/21/2012,16549,6172,North Carolina,22721
4/21/2012,871,752,North Dakota,1623
4/21/2012,15862,3185,Ohio,19047
4/21/2012,5041,3161,Oklahoma,8202
4/21/2012,5096,1123,Oregon,6219
4/21/2012,38365,8783,Pennsylvania,47148
4/21/2012,4575,774,Rhode Island,5349
4/21/2012,8151,5386,South Carolina,13537
4/21/2012,2118,436,South Dakota,2554
4/21/2012,11621,4061,Tennessee,15682
4/21/2012,22957,7054,Texas,30011
4/21/2012,868,482,Vermont,1350
4/21/2012,142,288,Virgin Islands,430
4/21/2012,13290,2066,Virginia,15356
4/21/2012,6536,545,Washington,7081
4/21/2012,5875,686,West Virginia,6561
4/21/2012,12277,1731,Wisconsin,14008
4/18/2012,13402,1329,Arizona,14731
4/18/2012,2779,1778,Arkansas,4557
4/18/2012,6369,3966,Colorado,10335
4/18/2012,8436,2706,Connecticut,11142
4/18/2012,3220,400,Delaware,3620
4/18/2012,2036,310,Dist. of Columbia,2346
4/18/2012,58851,13523,Florida,72374
4/18/2012,14800,1456,Georgia,16256
4/18/2012,3994,688,Idaho,4682
4/18/2012,22111,2893,Illinois,25004
4/18/2012,11214,2664,Indiana,13878
4/18/2012,6638,1776,Iowa,8414
4/18/2012,4966,491,Kansas,5457
4/18/2012,10723,1154,Kentucky,11877
4/18/2012,11264,2493,Louisiana,13757
4/18/2012,1393,1026,Maine,2419
4/18/2012,12177,1188,Maryland,13365
4/18/2012,11383,1181,Massachusetts,12564
4/18/2012,15097,1624,Michigan,16721
4/18/2012,11245,821,Minnesota,12066
4/18/2012,13026,948,Missouri,13974
4/18/2012,1443,538,Montana,1981
4/18/2012,4840,667,Nebraska,5507
4/18/2012,3835,565,New Hampshire,4400
4/18/2012,28215,2843,New Jersey,31058
4/18/2012,4189,730,New Mexico,4919
4/18/2012,51291,3231,New York,54522
4/18/2012,13537,5040,North Carolina,18577
4/18/2012,827,679,North Dakota,1506
4/18/2012,13737,3032,Ohio,16769
4/18/2012,4109,2599,Oklahoma,6708
4/18/2012,4711,1126,Oregon,5837
4/18/2012,32308,7648,Pennsylvania,39956
4/18/2012,3741,742,Rhode Island,4483
4/18/2012,6803,4578,South Carolina,11381
4/18/2012,1952,375,South Dakota,2327
4/18/2012,9446,3255,Tennessee,12701
4/18/2012,19910,6541,Texas,26451
4/18/2012,835,417,Vermont,1252
4/18/2012,123,204,Virgin Islands,327
4/18/2012,11601,1820,Virginia,13421
4/18/2012,6175,555,Washington,6730
4/18/2012,4698,606,West Virginia,5304
4/18/2012,10720,1597,Wisconsin,12317
4/14/2012,14187,1400,Arizona,15587
4/14/2012,3095,2061,Arkansas,5156
4/14/2012,7118,4799,Colorado,11917
4/14/2012,8546,2933,Connecticut,11479
4/14/2012,3514,476,Delaware,3990
4/14/2012,2185,321,Dist. of Columbia,2506
4/14/2012,64518,14485,Florida,79003
4/14/2012,16521,1599,Georgia,18120
4/14/2012,4304,786,Idaho,5090
4/14/2012,21746,2819,Illinois,24565
4/14/2012,12634,2827,Indiana,15461
4/14/2012,6947,1976,Iowa,8923
4/14/2012,5539,536,Kansas,6075
4/14/2012,11669,1303,Kentucky,12972
4/14/2012,12469,2663,Louisiana,15132
4/14/2012,1671,1174,Maine,2845
4/14/2012,13510,1456,Maryland,14966
4/14/2012,11404,1223,Massachusetts,12627
4/14/2012,14759,1621,Michigan,16380
4/14/2012,11440,838,Minnesota,12278
4/14/2012,14035,998,Missouri,15033
4/14/2012,1637,644,Montana,2281
4/14/2012,4953,666,Nebraska,5619
4/14/2012,4397,601,New Hampshire,4998
4/14/2012,25681,2684,New Jersey,28365
4/14/2012,4178,823,New Mexico,5001
4/14/2012,49746,2956,New York,52702
4/14/2012,15883,6071,North Carolina,21954
4/14/2012,852,690,North Dakota,1542
4/14/2012,13611,3047,Ohio,16658
4/14/2012,4917,3172,Oklahoma,8089
4/14/2012,4840,1079,Oregon,5919
4/14/2012,33857,8204,Pennsylvania,42061
4/14/2012,4370,807,Rhode Island,5177
4/14/2012,8397,5627,South Carolina,14024
4/14/2012,2099,420,South Dakota,2519
4/14/2012,10926,3859,Tennessee,14785
4/14/2012,20964,6739,Texas,27703
4/14/2012,930,462,Vermont,1392
4/14/2012,151,316,Virgin Islands,467
4/14/2012,12383,2030,Virginia,14413
4/14/2012,6065,573,Washington,6638
4/14/2012,5198,655,West Virginia,5853
4/14/2012,10927,1650,Wisconsin,12577
4/11/2012,11296,1135,Arizona,12431
4/11/2012,2387,1613,Arkansas,4000
4/11/2012,5400,3644,Colorado,9044
4/11/2012,6311,2284,Connecticut,8595
4/11/2012,2562,367,Delaware,2929
4/11/2012,1782,283,Dist. of Columbia,2065
4/11/2012,48840,11751,Florida,60591
4/11/2012,12736,1224,Georgia,13960
4/11/2012,3712,637,Idaho,4349
4/11/2012,15777,2255,Illinois,18032
4/11/2012,9139,2297,Indiana,11436
4/11/2012,5325,1552,Iowa,6877
4/11/2012,4400,486,Kansas,4886
4/11/2012,8726,1011,Kentucky,9737
4/11/2012,9591,2121,Louisiana,11712
4/11/2012,1413,962,Maine,2375
4/11/2012,9738,1059,Maryland,10797
4/11/2012,9058,1025,Massachusetts,10083
4/11/2012,11423,1342,Michigan,12765
4/11/2012,9019,722,Minnesota,9741
4/11/2012,10881,860,Missouri,11741
4/11/2012,1412,509,Montana,1921
4/11/2012,3922,581,Nebraska,4503
4/11/2012,3301,477,New Hampshire,3778
4/11/2012,20656,2351,New Jersey,23007
4/11/2012,3111,679,New Mexico,3790
4/11/2012,36667,2458,New York,39125
4/11/2012,12029,4776,North Carolina,16805
4/11/2012,692,598,North Dakota,1290
4/11/2012,10408,2456,Ohio,12864
4/11/2012,3684,2548,Oklahoma,6232
4/11/2012,3620,967,Oregon,4587
4/11/2012,24123,6247,Pennsylvania,30370
4/11/2012,3274,628,Rhode Island,3902
4/11/2012,6201,4247,South Carolina,10448
4/11/2012,1609,366,South Dakota,1975
4/11/2012,8358,2982,Tennessee,11340
4/11/2012,15456,5200,Texas,20656
4/11/2012,684,390,Vermont,1074
4/11/2012,111,189,Virgin Islands,300
4/11/2012,9508,1596,Virginia,11104
4/11/2012,5239,508,Washington,5747
4/11/2012,4250,515,West Virginia,4765
4/11/2012,8313,1294,Wisconsin,9607
4/7/2012,13154,1363,Arizona,14517
4/7/2012,2954,2070,Arkansas,5024
4/7/2012,6140,4327,Colorado,10467
4/7/2012,7839,2859,Connecticut,10698
4/7/2012,3087,446,Delaware,3533
4/7/2012,1813,313,Dist. of Columbia,2126
4/7/2012,66995,16125,Florida,83120
4/7/2012,13890,1523,Georgia,15413
4/7/2012,4047,770,Idaho,4817
4/7/2012,16412,2381,Illinois,18793
4/7/2012,11356,2725,Indiana,14081
4/7/2012,6132,1885,Iowa,8017
4/7/2012,5009,540,Kansas,5549
4/7/2012,10113,1181,Kentucky,11294
4/7/2012,10616,2385,Louisiana,13001
4/7/2012,1640,1312,Maine,2952
4/7/2012,11422,1265,Maryland,12687
4/7/2012,9938,1180,Massachusetts,11118
4/7/2012,11411,1465,Michigan,12876
4/7/2012,9493,789,Minnesota,10282
4/7/2012,12301,994,Missouri,13295
4/7/2012,1481,633,Montana,2114
4/7/2012,4473,673,Nebraska,5146
4/7/2012,4099,648,New Hampshire,4747
4/7/2012,19642,2481,New Jersey,22123
4/7/2012,3483,740,New Mexico,4223
4/7/2012,36230,2592,New York,38822
4/7/2012,15762,6370,North Carolina,22132
4/7/2012,799,708,North Dakota,1507
4/7/2012,10952,2854,Ohio,13806
4/7/2012,4253,3118,Oklahoma,7371
4/7/2012,3812,955,Oregon,4767
4/7/2012,28177,7890,Pennsylvania,36067
4/7/2012,4153,742,Rhode Island,4895
4/7/2012,7669,5395,South Carolina,13064
4/7/2012,1734,405,South Dakota,2139
4/7/2012,10752,4093,Tennessee,14845
4/7/2012,17697,6328,Texas,24025
4/7/2012,846,456,Vermont,1302
4/7/2012,106,219,Virgin Islands,325
4/7/2012,10820,1869,Virginia,12689
4/7/2012,5216,476,Washington,5692
4/7/2012,4910,657,West Virginia,5567
4/7/2012,9284,1522,Wisconsin,10806
4/4/2012,11328,1189,Arizona,12517
4/4/2012,2420,1626,Arkansas,4046
4/4/2012,4882,3406,Colorado,8288
4/4/2012,6247,2282,Connecticut,8529
4/4/2012,2548,331,Delaware,2879
4/4/2012,1838,343,Dist. of Columbia,2181
4/4/2012,47583,11553,Florida,59136
4/4/2012,12031,1264,Georgia,13295
4/4/2012,3786,690,Idaho,4476
4/4/2012,14978,2181,Illinois,17159
4/4/2012,8997,2343,Indiana,11340
4/4/2012,5046,1490,Iowa,6536
4/4/2012,4197,451,Kansas,4648
4/4/2012,8560,970,Kentucky,9530
4/4/2012,8686,2118,Louisiana,10804
4/4/2012,1330,1030,Maine,2360
4/4/2012,9574,1095,Maryland,10669
4/4/2012,8344,1044,Massachusetts,9388
4/4/2012,10394,1361,Michigan,11755
4/4/2012,8357,647,Minnesota,9004
4/4/2012,10708,882,Missouri,11590
4/4/2012,1448,602,Montana,2050
4/4/2012,3919,603,Nebraska,4522
4/4/2012,3253,512,New Hampshire,3765
4/4/2012,19436,2206,New Jersey,21642
4/4/2012,2983,646,New Mexico,3629
4/4/2012,34641,2296,New York,36937
4/4/2012,12013,4921,North Carolina,16934
4/4/2012,722,611,North Dakota,1333
4/4/2012,8845,2332,Ohio,11177
4/4/2012,3390,2362,Oklahoma,5752
4/4/2012,3395,903,Oregon,4298
4/4/2012,22470,5985,Pennsylvania,28455
4/4/2012,3376,621,Rhode Island,3997
4/4/2012,5808,4063,South Carolina,9871
4/4/2012,1598,364,South Dakota,1962
4/4/2012,8173,3027,Tennessee,11200
4/4/2012,15164,5109,Texas,20273
4/4/2012,642,423,Vermont,1065
4/4/2012,130,242,Virgin Islands,372
4/4/2012,9005,1720,Virginia,10725
4/4/2012,4918,484,Washington,5402
4/4/2012,3972,509,West Virginia,4481
4/4/2012,8284,1392,Wisconsin,9676
3/31/2012,17656,1499,Arizona,19155
3/31/2012,3313,2413,Arkansas,5726
3/31/2012,7371,5134,Colorado,12505
3/31/2012,8466,2764,Connecticut,11230
3/31/2012,3251,397,Delaware,3648
3/31/2012,2065,339,Dist. of Columbia,2404
3/31/2012,69765,14639,Florida,84404
3/31/2012,19725,1918,Georgia,21643
3/31/2012,4870,786,Idaho,5656
3/31/2012,17030,2525,Illinois,19555
3/31/2012,13912,3207,Indiana,17119
3/31/2012,7226,1952,Iowa,9178
3/31/2012,5941,547,Kansas,6488
3/31/2012,11555,1204,Kentucky,12759
3/31/2012,15418,2834,Louisiana,18252
3/31/2012,1659,1262,Maine,2921
3/31/2012,12093,1221,Maryland,13314
3/31/2012,9119,1053,Massachusetts,10172
3/31/2012,12696,1525,Michigan,14221
3/31/2012,11811,747,Minnesota,12558
3/31/2012,14500,1044,Missouri,15544
3/31/2012,2158,714,Montana,2872
3/31/2012,5181,665,Nebraska,5846
3/31/2012,4153,544,New Hampshire,4697
3/31/2012,20382,2527,New Jersey,22909
3/31/2012,4526,876,New Mexico,5402
3/31/2012,34627,2417,New York,37044
3/31/2012,16434,5849,North Carolina,22283
3/31/2012,1232,996,North Dakota,2228
3/31/2012,10438,2928,Ohio,13366
3/31/2012,4841,3144,Oklahoma,7985
3/31/2012,5232,1138,Oregon,6370
3/31/2012,26325,9164,Pennsylvania,35489
3/31/2012,4392,797,Rhode Island,5189
3/31/2012,8100,5352,South Carolina,13452
3/31/2012,2160,421,South Dakota,2581
3/31/2012,12651,4270,Tennessee,16921
3/31/2012,18621,6153,Texas,24774
3/31/2012,840,518,Vermont,1358
3/31/2012,171,356,Virgin Islands,527
3/31/2012,11793,1917,Virginia,13710
3/31/2012,7468,535,Washington,8003
3/31/2012,5623,617,West Virginia,6240
3/31/2012,10900,1598,Wisconsin,12498
3/28/2012,13620,1345,Arizona,14965
3/28/2012,2156,1660,Arkansas,3816
3/28/2012,5015,3698,Colorado,8713
3/28/2012,6561,2452,Connecticut,9013
3/28/2012,2360,299,Delaware,2659
3/28/2012,1731,272,Dist. of Columbia,2003
3/28/2012,47881,11468,Florida,59349
3/28/2012,11812,1293,Georgia,13105
3/28/2012,3430,647,Idaho,4077
3/28/2012,13516,1954,Illinois,15470
3/28/2012,9102,2288,Indiana,11390
3/28/2012,5063,1499,Iowa,6562
3/28/2012,4307,462,Kansas,4769
3/28/2012,8578,926,Kentucky,9504
3/28/2012,9476,2142,Louisiana,11618
3/28/2012,1239,990,Maine,2229
3/28/2012,8997,1046,Maryland,10043
3/28/2012,8096,991,Massachusetts,9087
3/28/2012,10082,1281,Michigan,11363
3/28/2012,8956,639,Minnesota,9595
3/28/2012,10933,769,Missouri,11702
3/28/2012,1531,602,Montana,2133
3/28/2012,4156,589,Nebraska,4745
3/28/2012,3209,476,New Hampshire,3685
3/28/2012,18080,2219,New Jersey,20299
3/28/2012,3580,689,New Mexico,4269
3/28/2012,28677,2162,New York,30839
3/28/2012,11669,4455,North Carolina,16124
3/28/2012,780,681,North Dakota,1461
3/28/2012,7960,2402,Ohio,10362
3/28/2012,3165,2280,Oklahoma,5445
3/28/2012,3542,836,Oregon,4378
3/28/2012,20174,7035,Pennsylvania,27209
3/28/2012,3556,678,Rhode Island,4234
3/28/2012,5525,3906,South Carolina,9431
3/28/2012,1819,396,South Dakota,2215
3/28/2012,8552,3272,Tennessee,11824
3/28/2012,14850,5269,Texas,20119
3/28/2012,616,373,Vermont,989
3/28/2012,110,198,Virgin Islands,308
3/28/2012,8451,1516,Virginia,9967
3/28/2012,5382,470,Washington,5852
3/28/2012,3977,505,West Virginia,4482
3/28/2012,8580,1400,Wisconsin,9980
3/24/2012,13986,1457,Arizona,15443
3/24/2012,2541,1916,Arkansas,4457
3/24/2012,5123,4014,Colorado,9137
