1_PB PB,1_PB PP,2_PB PB,2_PB PP,3 PB,3 PP,3_PB PB,3_PB PP,4 PB,4 PP,4_PB PB,4_PB PP,5 PB,5 PP,5_PB PB,5_PB PP,PB_Only PB,PB_Only PP,date,pb_winners,pp_winners,state_abbr,states,total_winners
4945,1655,687,210,807,266,22,11,10,3,1,0,0,0,0,--,12380,4237,11/15/2017,18852,6382,PA,Pennsylvania,25234
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,1,1,11/15/2017,1,1,PR,Puerto Rico,2
587,183,82,9,89,34,3,1,2,1,0,0,0,0,0,--,1574,521,11/15/2017,2337,749,RI,Rhode Island,3086
1275,1047,177,138,209,198,13,11,4,2,0,1,0,0,0,--,3107,2605,11/15/2017,4785,4002,SC,South Carolina,8787
329,135,35,23,45,19,0,0,1,0,0,0,0,0,0,--,766,279,11/15/2017,1176,456,SD,South Dakota,1632
2044,946,293,131,353,155,8,6,7,1,0,0,0,0,0,--,4996,2374,11/15/2017,7701,3613,TN,Tennessee,11314
6049,2600,764,370,1022,472,42,21,21,8,0,1,0,0,0,--,14928,6657,11/15/2017,22826,10129,TX,Texas,32955
113,118,16,19,20,19,0,0,1,1,0,0,0,0,0,--,351,307,11/15/2017,501,464,VT,Vermont,965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,11/15/2017,0,0,VI,Virgin Islands,0
2709,606,322,93,428,101,16,8,6,1,0,0,0,0,0,--,6525,1652,11/15/2017,10006,2461,VA,Virginia,12467
1703,289,235,30,293,55,6,1,4,2,0,0,0,0,0,--,4373,640,11/15/2017,6614,1017,WA,Washington,7631
945,178,117,25,135,29,4,2,0,1,0,0,0,0,0,--,2336,492,11/15/2017,3537,727,WV,West Virginia,4264
2253,438,296,58,355,83,10,2,4,1,0,0,0,0,0,--,5532,1163,11/15/2017,8450,1745,WI,Wisconsin,10195
159,133,24,17,24,23,3,2,0,0,0,0,0,0,0,--,404,294,11/15/2017,614,469,WY,Wyoming,1083
2819,503,384,67,563,128,23,4,7,2,0,0,0,0,0,--,6415,1167,11/11/2017,10211,1871,AZ,Arizona,12082
408,443,54,55,88,103,3,2,0,5,0,0,0,0,0,--,1087,935,11/11/2017,1640,1543,AR,Arkansas,3183
13220,0,1770,0,2649,0,100,0,40,0,2,0,0,0,0,--,30708,0,11/11/2017,48489,0,CA,California,48489
1291,1209,164,171,248,216,7,10,4,5,0,0,0,0,0,--,3066,2707,11/11/2017,4780,4318,CO,Colorado,9098
1559,896,254,120,353,210,9,7,5,2,0,0,0,0,0,--,3695,1996,11/11/2017,5875,3231,CT,Connecticut,9106
608,136,96,16,111,25,4,0,2,0,0,0,0,0,0,--,1417,253,11/11/2017,2238,430,DE,Delaware,2668
263,59,30,10,57,18,1,1,0,0,0,0,0,0,0,--,602,118,11/11/2017,953,206,DC,Dist. of Columbia,1159
11489,3589,1576,469,2173,688,75,17,39,11,1,1,0,1,0,--,25994,7985,11/11/2017,41347,12761,FL,Florida,54108
3722,448,536,71,803,89,31,0,6,5,0,0,0,0,0,--,8750,1116,11/11/2017,13848,1729,GA,Georgia,15577
803,221,104,31,163,59,4,1,1,1,0,0,0,0,0,--,1817,549,11/11/2017,2892,862,ID,Idaho,3754
3447,638,470,101,713,137,28,1,10,1,0,0,0,0,0,--,7989,1586,11/11/2017,12657,2464,IL,Illinois,15121
2585,613,344,100,492,137,17,5,15,2,0,0,0,0,0,--,5862,1413,11/11/2017,9315,2270,IN,Indiana,11585
1293,564,181,69,297,128,6,3,2,0,0,0,0,0,0,--,2835,1304,11/11/2017,4614,2068,IA,Iowa,6682
1202,172,184,24,211,32,16,1,2,0,0,0,0,0,0,--,2659,413,11/11/2017,4274,642,KS,Kansas,4916
2226,348,289,54,445,82,25,1,10,2,0,0,0,0,0,--,5027,824,11/11/2017,8022,1311,KY,Kentucky,9333
2268,766,294,117,424,160,13,1,6,4,0,0,0,0,0,--,5120,1787,11/11/2017,8125,2835,LA,Louisiana,10960
373,347,54,52,96,65,1,4,3,1,0,0,0,0,0,--,801,831,11/11/2017,1328,1300,ME,Maine,2628
2737,399,385,55,503,90,12,2,6,1,0,0,0,0,0,--,6352,937,11/11/2017,9995,1484,MD,Maryland,11479
2813,382,417,57,648,112,23,4,14,0,0,0,0,0,0,--,6171,816,11/11/2017,10086,1371,MA,Massachusetts,11457
3580,442,507,72,763,102,20,2,17,2,1,0,0,0,0,--,8116,1031,11/11/2017,13004,1651,MI,Michigan,14655
2068,187,285,33,390,46,19,1,5,2,0,0,0,0,0,--,4541,470,11/11/2017,7308,739,MN,Minnesota,8047
2741,275,392,43,612,53,24,3,9,2,0,0,0,0,0,--,6480,594,11/11/2017,10258,970,MO,Missouri,11228
241,161,45,22,50,34,2,3,0,1,0,0,0,0,0,--,541,354,11/11/2017,879,575,MT,Montana,1454
1077,212,160,33,247,39,12,2,1,1,0,0,0,0,0,--,2339,426,11/11/2017,3836,713,NE,Nebraska,4549
912,177,135,22,197,47,11,2,5,1,0,0,0,0,0,--,1981,386,11/11/2017,3241,635,NH,New Hampshire,3876
4874,657,684,100,1025,193,37,2,15,4,0,1,0,0,0,--,11082,1574,11/11/2017,17717,2531,NJ,New Jersey,20248
645,266,89,31,108,66,8,0,3,0,0,0,0,0,0,--,1588,571,11/11/2017,2441,934,NM,New Mexico,3375
9583,901,1308,137,1976,226,56,10,26,1,2,0,0,0,0,--,21634,2074,11/11/2017,34585,3349,NY,New York,37934
3445,1370,504,171,690,299,16,10,10,5,0,0,0,0,0,--,8091,3250,11/11/2017,12756,5105,NC,North Carolina,17861
147,194,29,24,18,29,1,2,1,0,0,0,0,0,0,--,389,402,11/11/2017,585,651,ND,North Dakota,1236
2892,839,400,122,599,186,15,8,11,2,1,0,0,0,0,--,6695,1896,11/11/2017,10613,3053,OH,Ohio,13666
744,698,97,108,134,154,6,3,2,2,0,1,0,0,0,--,1813,1679,11/11/2017,2796,2645,OK,Oklahoma,5441
1539,296,231,46,270,55,6,3,9,0,0,0,0,0,0,--,3437,683,11/11/2017,5492,1083,OR,Oregon,6575
5443,1805,709,263,946,349,39,11,13,5,0,0,0,0,0,--,11975,4060,11/11/2017,19125,6493,PA,Pennsylvania,25618
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,--,3,0,11/11/2017,4,1,PR,Puerto Rico,5
670,242,101,33,172,57,5,4,3,1,0,0,0,0,0,--,1602,529,11/11/2017,2553,866,RI,Rhode Island,3419
1456,1245,194,167,296,259,6,10,7,6,1,0,0,1,0,--,3411,2746,11/11/2017,5371,4434,SC,South Carolina,9805
317,128,56,17,73,21,4,1,1,0,0,0,0,0,0,--,701,286,11/11/2017,1152,453,SD,South Dakota,1605
2443,1161,365,146,411,216,13,6,9,5,1,0,0,0,0,--,5513,2735,11/11/2017,8755,4269,TN,Tennessee,13024
6495,2924,925,390,1239,527,40,15,20,6,0,1,0,0,0,--,15368,6724,11/11/2017,24087,10587,TX,Texas,34674
166,153,17,23,45,40,0,1,1,1,0,0,0,0,0,--,340,302,11/11/2017,569,520,VT,Vermont,1089
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,11/11/2017,0,0,VI,Virgin Islands,0
2961,743,401,109,594,176,25,2,15,1,1,0,0,0,0,--,6745,1659,11/11/2017,10742,2690,VA,Virginia,13432
1624,269,193,36,273,52,10,4,4,0,0,0,0,0,0,--,3939,635,11/11/2017,6043,996,WA,Washington,7039
1008,202,136,34,176,51,13,3,3,0,0,0,0,0,0,--,2192,461,11/11/2017,3528,751,WV,West Virginia,4279
2240,455,300,59,429,119,21,2,9,2,1,0,0,0,0,--,5261,1076,11/11/2017,8261,1713,WI,Wisconsin,9974
190,147,25,9,31,26,2,1,0,0,0,0,0,0,0,--,382,281,11/11/2017,630,464,WY,Wyoming,1094
2650,475,379,55,527,112,28,9,4,2,1,1,0,0,0,--,5947,1028,11/8/2017,9536,1682,AZ,Arizona,11218
399,337,57,54,77,72,1,2,0,0,0,0,0,0,0,--,883,826,11/8/2017,1417,1291,AR,Arkansas,2708
12040,0,1552,0,2321,0,69,0,37,0,0,0,0,0,0,--,27253,0,11/8/2017,43272,0,CA,California,43272
1087,913,143,144,179,176,8,12,4,5,1,0,0,0,0,--,2487,2062,11/8/2017,3909,3312,CO,Colorado,7221
1331,751,214,113,322,152,13,9,4,2,0,0,0,0,0,--,2986,1589,11/8/2017,4870,2616,CT,Connecticut,7486
474,103,62,19,103,28,1,1,1,0,0,0,0,0,0,--,1122,219,11/8/2017,1763,370,DE,Delaware,2133
262,60,35,9,61,19,1,1,4,0,0,0,0,0,0,--,540,131,11/8/2017,903,220,DC,Dist. of Columbia,1123
8337,2626,1158,345,1696,617,58,16,25,8,1,1,0,0,0,--,19182,6008,11/8/2017,30457,9621,FL,Florida,40078
3313,448,420,62,681,86,31,2,9,2,2,0,0,0,0,--,7348,935,11/8/2017,11804,1535,GA,Georgia,13339
750,224,120,33,131,42,9,5,3,0,0,0,0,0,0,--,1613,471,11/8/2017,2626,775,ID,Idaho,3401
3124,675,457,90,650,135,25,4,5,3,0,0,0,0,0,--,7017,1583,11/8/2017,11278,2490,IL,Illinois,13768
2200,521,296,76,394,119,19,4,6,1,0,0,0,0,0,--,5013,1212,11/8/2017,7928,1933,IN,Indiana,9861
1099,500,155,65,215,91,11,3,2,2,0,0,0,0,0,--,2521,1113,11/8/2017,4003,1774,IA,Iowa,5777
1010,147,137,15,198,30,9,1,6,1,0,0,0,0,0,--,2399,333,11/8/2017,3759,527,KS,Kansas,4286
1947,380,284,49,347,78,10,2,5,1,0,0,0,0,0,--,4412,691,11/8/2017,7005,1201,KY,Kentucky,8206
2048,743,284,95,395,142,14,4,9,2,0,0,0,0,0,--,4585,1635,11/8/2017,7335,2621,LA,Louisiana,9956
247,309,38,43,66,77,1,2,0,1,0,0,0,0,0,--,653,652,11/8/2017,1005,1084,ME,Maine,2089
2223,356,311,43,447,83,16,2,6,0,1,0,0,0,0,--,5046,787,11/8/2017,8050,1271,MD,Maryland,9321
2560,372,355,45,556,70,23,1,7,1,1,0,0,0,0,--,5542,787,11/8/2017,9044,1276,MA,Massachusetts,10320
3226,429,451,70,680,97,21,5,9,0,0,0,0,0,0,--,7368,961,11/8/2017,11755,1562,MI,Michigan,13317
1939,184,271,26,378,36,20,1,9,1,0,0,0,0,0,--,4366,457,11/8/2017,6983,705,MN,Minnesota,7688
2643,259,344,26,517,55,13,1,7,1,0,0,0,0,0,--,5946,545,11/8/2017,9470,887,MO,Missouri,10357
236,161,37,17,49,31,1,1,0,1,0,0,0,0,0,--,570,343,11/8/2017,893,554,MT,Montana,1447
987,181,139,27,210,40,10,1,1,0,0,0,0,0,0,--,2209,432,11/8/2017,3556,681,NE,Nebraska,4237
803,157,120,18,183,29,3,0,0,2,0,0,0,0,0,--,1670,306,11/8/2017,2779,512,NH,New Hampshire,3291
4576,679,665,113,918,144,37,5,18,4,0,0,0,0,0,--,10256,1448,11/8/2017,16470,2393,NJ,New Jersey,18863
559,243,99,34,96,53,5,2,1,0,0,0,0,0,0,--,1333,520,11/8/2017,2093,852,NM,New Mexico,2945
8284,885,1083,124,1697,178,53,4,23,1,0,0,0,0,0,--,18756,1872,11/8/2017,29896,3064,NY,New York,32960
2629,1119,367,126,565,265,18,5,7,2,0,0,0,0,0,--,6271,2363,11/8/2017,9857,3880,NC,North Carolina,13737
134,178,16,12,24,20,2,0,0,2,0,0,0,0,0,--,343,394,11/8/2017,519,606,ND,North Dakota,1125
2505,682,335,104,547,148,16,8,15,1,0,0,0,0,0,--,5801,1600,11/8/2017,9219,2543,OH,Ohio,11762
643,600,79,89,117,106,4,1,1,3,0,0,0,0,0,--,1400,1350,11/8/2017,2244,2149,OK,Oklahoma,4393
1353,316,180,49,268,48,7,0,9,0,0,0,0,0,0,--,3074,659,11/8/2017,4891,1072,OR,Oregon,5963
4336,1496,624,209,939,353,38,11,11,5,0,0,1,0,0,--,9778,3406,11/8/2017,15727,5480,PA,Pennsylvania,21207
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,--,1,2,11/8/2017,1,3,PR,Puerto Rico,4
608,213,75,30,133,39,11,2,2,0,0,0,0,0,0,--,1268,404,11/8/2017,2097,688,RI,Rhode Island,2785
1216,961,138,131,226,226,9,9,4,4,0,0,0,0,0,--,2710,2189,11/8/2017,4303,3520,SC,South Carolina,7823
281,116,42,16,69,25,1,1,1,1,0,0,0,0,0,--,722,248,11/8/2017,1116,407,SD,South Dakota,1523
1864,907,242,149,347,162,11,7,9,4,0,0,0,0,0,--,4357,2133,11/8/2017,6830,3362,TN,Tennessee,10192
5085,2376,682,297,1021,486,29,16,13,8,1,0,0,0,0,--,11631,5526,11/8/2017,18462,8709,TX,Texas,27171
152,121,22,20,36,26,0,4,1,1,0,0,0,0,0,--,284,258,11/8/2017,495,430,VT,Vermont,925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,11/8/2017,0,0,VI,Virgin Islands,0
2343,603,322,93,518,136,19,4,10,1,0,0,0,0,0,--,5543,1445,11/8/2017,8755,2282,VA,Virginia,11037
1495,242,219,32,279,55,7,0,6,1,1,0,0,0,0,--,3451,605,11/8/2017,5458,935,WA,Washington,6393
908,216,118,25,175,46,9,3,4,0,0,0,0,0,0,--,1993,430,11/8/2017,3207,720,WV,West Virginia,3927
2037,485,325,55,386,84,10,6,6,0,0,0,0,0,0,--,4742,1007,11/8/2017,7506,1637,WI,Wisconsin,9143
162,123,24,19,31,16,0,0,0,0,0,0,0,0,0,--,359,323,11/8/2017,576,481,WY,Wyoming,1057
3064,651,419,73,433,76,26,4,8,2,0,0,0,0,0,--,7314,1466,11/4/2017,11264,2272,AZ,Arizona,13536
540,577,59,73,89,71,6,5,0,2,0,0,0,0,0,--,1256,1300,11/4/2017,1950,2028,AR,Arkansas,3978
13876,0,1786,0,1908,0,94,0,29,0,0,0,0,0,0,--,32759,0,11/4/2017,50452,0,CA,California,50452
1301,1251,160,143,185,178,3,15,4,3,0,0,0,0,0,--,2929,2933,11/4/2017,4582,4523,CO,Colorado,9105
1659,950,240,126,225,135,7,1,6,1,0,0,0,0,0,--,3957,2438,11/4/2017,6094,3651,CT,Connecticut,9745
652,148,92,27,87,14,3,2,3,0,0,0,0,0,0,--,1619,354,11/4/2017,2456,545,DE,Delaware,3001
351,79,44,9,51,10,1,0,0,0,0,0,0,0,0,--,772,182,11/4/2017,1219,280,DC,Dist. of Columbia,1499
11763,3978,1549,505,1749,566,80,28,25,12,1,0,1,0,0,--,28184,9298,11/4/2017,43352,14387,FL,Florida,57739
4354,648,608,81,656,65,20,0,10,2,0,2,0,0,0,--,10317,1503,11/4/2017,15965,2301,GA,Georgia,18266
899,330,125,43,129,45,7,3,1,0,0,0,0,0,0,--,2166,665,11/4/2017,3327,1086,ID,Idaho,4413
3794,810,454,112,584,91,21,5,11,1,0,2,0,0,0,--,8800,1961,11/4/2017,13664,2982,IL,Illinois,16646
2962,772,364,76,414,97,8,5,11,2,0,0,0,0,0,--,6930,1809,11/4/2017,10689,2761,IN,Indiana,13450
1339,646,186,73,208,97,4,5,4,2,0,0,1,0,0,--,2982,1428,11/4/2017,4724,2251,IA,Iowa,6975
1480,193,191,25,211,28,10,1,4,1,1,0,0,0,0,--,3546,439,11/4/2017,5443,687,KS,Kansas,6130
2362,490,319,57,377,59,10,2,2,3,0,0,0,0,0,--,5687,1096,11/4/2017,8757,1707,KY,Kentucky,10464
2417,938,311,134,403,105,15,5,7,1,0,0,0,0,0,--,5737,2259,11/4/2017,8890,3442,LA,Louisiana,12332
316,368,47,61,61,59,2,1,1,0,0,0,0,0,0,--,843,952,11/4/2017,1270,1441,ME,Maine,2711
2805,509,426,59,473,105,18,4,7,1,0,0,0,0,0,--,6973,1179,11/4/2017,10702,1857,MD,Maryland,12559
3133,573,418,73,436,62,20,1,7,1,0,0,0,0,0,--,7580,1249,11/4/2017,11594,1959,MA,Massachusetts,13553
4056,618,502,84,571,73,17,1,12,2,0,0,0,0,0,--,9623,1321,11/4/2017,14781,2099,MI,Michigan,16880
2046,256,287,33,308,29,12,3,6,0,0,0,0,0,0,--,4966,611,11/4/2017,7625,932,MN,Minnesota,8557
3064,350,367,34,443,47,20,0,6,0,0,0,0,0,0,--,7547,780,11/4/2017,11447,1211,MO,Missouri,12658
291,195,32,26,41,25,1,1,0,0,0,0,0,0,0,--,693,448,11/4/2017,1058,695,MT,Montana,1753
1200,243,158,32,163,34,9,2,2,0,1,0,0,0,0,--,2744,558,11/4/2017,4277,869,NE,Nebraska,5146
1027,232,120,31,151,30,8,1,3,1,1,0,0,0,0,--,2390,522,11/4/2017,3700,817,NH,New Hampshire,4517
5382,818,717,105,738,98,34,5,14,2,1,0,0,0,0,--,12718,2035,11/4/2017,19604,3063,NJ,New Jersey,22667
778,288,95,27,101,42,4,2,1,0,0,0,0,0,0,--,1795,764,11/4/2017,2774,1123,NM,New Mexico,3897
10470,1113,1377,145,1576,136,60,5,25,1,0,0,0,0,0,--,24561,2806,11/4/2017,38069,4206,NY,New York,42275
3749,1662,500,240,570,253,26,10,4,4,0,0,0,0,0,--,8971,3817,11/4/2017,13820,5986,NC,North Carolina,19806
151,208,7,25,23,19,1,2,1,2,0,0,0,0,0,--,397,490,11/4/2017,580,746,ND,North Dakota,1326
3166,1087,427,138,432,143,17,6,5,2,0,1,0,0,0,--,7550,2569,11/4/2017,11597,3946,OH,Ohio,15543
773,801,107,106,123,106,3,3,0,2,0,0,0,0,0,--,1849,1854,11/4/2017,2855,2872,OK,Oklahoma,5727
1690,329,239,42,234,56,79,2,1,1,2,0,0,0,0,--,3946,794,11/4/2017,6191,1224,OR,Oregon,7415
5512,2037,706,272,777,309,39,10,16,6,1,0,0,0,0,--,12955,4933,11/4/2017,20006,7567,PA,Pennsylvania,27573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,11/4/2017,0,0,PR,Puerto Rico,0
820,270,107,33,107,43,10,1,1,0,0,0,0,0,0,--,1826,669,11/4/2017,2871,1016,RI,Rhode Island,3887
1563,1415,226,180,236,184,10,10,2,2,0,0,0,0,0,--,3740,3428,11/4/2017,5777,5219,SC,South Carolina,10996
365,154,37,22,48,16,4,0,1,1,0,0,0,0,0,--,797,365,11/4/2017,1252,558,SD,South Dakota,1810
2578,1351,335,192,425,196,27,10,9,6,0,0,0,0,0,--,5857,3066,11/4/2017,9231,4821,TN,Tennessee,14052
6780,3435,836,415,1007,503,49,14,21,7,0,0,0,0,0,--,15836,8012,11/4/2017,24529,12386,TX,Texas,36915
177,171,22,27,18,18,0,0,0,0,0,0,0,0,0,--,433,349,11/4/2017,650,565,VT,Vermont,1215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,11/4/2017,0,0,VI,Virgin Islands,0
3245,909,395,100,473,124,21,7,8,3,2,0,0,0,0,--,7440,2157,11/4/2017,11584,3300,VA,Virginia,14884
1683,358,228,36,265,52,10,0,6,0,0,0,0,0,0,--,3885,719,11/4/2017,6077,1165,WA,Washington,7242
1118,274,139,33,160,40,2,1,2,0,0,0,0,0,0,--,2638,602,11/4/2017,4059,950,WV,West Virginia,5009
2504,579,293,74,375,87,17,3,5,1,0,0,0,0,0,--,5720,1376,11/4/2017,8914,2120,WI,Wisconsin,11034
211,142,44,17,27,23,2,0,0,0,0,0,0,0,0,--,495,366,11/4/2017,779,548,WY,Wyoming,1327
2344,425,376,75,539,147,28,4,13,1,0,0,0,0,0,--,5276,988,11/1/2017,8576,1640,AZ,Arizona,10216
340,371,62,63,90,91,4,3,0,3,0,0,0,0,0,--,821,813,11/1/2017,1317,1344,AR,Arkansas,2661
11571,0,1789,0,2954,0,106,0,67,0,2,0,0,0,0,--,25747,0,11/1/2017,42236,0,CA,California,42236
905,882,129,124,239,210,11,4,6,6,0,0,0,0,0,--,2253,2032,11/1/2017,3543,3258,CO,Colorado,6801
1203,804,201,134,312,183,7,1,8,4,0,0,0,0,0,--,2756,1547,11/1/2017,4487,2673,CT,Connecticut,7160
513,120,78,9,156,39,4,1,1,1,0,0,0,0,0,--,1128,196,11/1/2017,1880,366,DE,Delaware,2246
268,60,46,11,58,16,4,0,1,1,0,0,0,0,0,--,624,136,11/1/2017,1001,224,DC,Dist. of Columbia,1225
8224,2653,1259,443,2139,729,69,28,43,14,1,1,0,0,0,--,17957,5744,11/1/2017,29692,9612,FL,Florida,39304
3224,460,480,70,712,112,24,3,16,3,0,0,0,0,0,--,6883,996,11/1/2017,11339,1644,GA,Georgia,12983
676,196,102,38,160,49,2,0,4,0,0,0,0,0,0,--,1477,475,11/1/2017,2421,758,ID,Idaho,3179
3000,631,378,116,609,162,19,6,7,5,0,0,0,0,0,--,6414,1356,11/1/2017,10427,2276,IL,Illinois,12703
1920,508,287,76,468,144,21,8,6,1,2,0,0,0,0,--,4209,1074,11/1/2017,6913,1811,IN,Indiana,8724
995,462,133,76,235,107,9,7,8,4,0,0,0,0,0,--,2193,981,11/1/2017,3573,1637,IA,Iowa,5210
894,147,128,18,202,31,7,2,2,0,0,0,0,0,0,--,2069,316,11/1/2017,3302,514,KS,Kansas,3816
1731,315,265,48,444,76,6,2,8,2,1,0,0,0,0,--,3887,678,11/1/2017,6342,1121,KY,Kentucky,7463
1799,596,276,88,418,166,13,10,12,1,0,0,0,0,0,--,4018,1427,11/1/2017,6536,2288,LA,Louisiana,8824
278,295,39,45,54,84,3,1,4,1,0,0,0,0,0,--,594,618,11/1/2017,972,1044,ME,Maine,2016
2280,422,314,58,509,91,24,0,11,2,0,0,0,0,0,--,4909,806,11/1/2017,8047,1379,MD,Maryland,9426
2428,421,410,62,701,160,22,2,10,0,0,0,0,0,0,--,5058,720,11/1/2017,8629,1365,MA,Massachusetts,9994
3087,476,482,77,734,125,36,4,3,1,1,0,0,0,0,--,6773,956,11/1/2017,11116,1639,MI,Michigan,12755
1682,217,220,34,389,52,11,2,16,0,0,0,0,0,0,--,3698,366,11/1/2017,6016,671,MN,Minnesota,6687
2231,238,339,37,553,70,17,5,9,0,0,0,0,0,0,--,5074,486,11/1/2017,8223,836,MO,Missouri,9059
240,158,37,18,55,38,1,0,1,0,0,0,0,0,0,--,503,326,11/1/2017,837,540,MT,Montana,1377
876,194,111,25,232,45,7,1,4,1,0,0,0,0,0,--,1921,419,11/1/2017,3151,685,NE,Nebraska,3836
790,146,106,27,206,43,5,1,3,1,0,0,0,0,0,--,1641,284,11/1/2017,2751,502,NH,New Hampshire,3253
4548,640,674,121,1068,153,45,7,15,0,0,0,0,0,0,--,9567,1441,11/1/2017,15917,2362,NJ,New Jersey,18279
598,223,87,31,117,80,4,2,0,2,0,0,0,0,0,--,1219,514,11/1/2017,2025,852,NM,New Mexico,2877
8594,969,1271,139,1994,235,74,9,35,7,1,0,0,0,0,--,17878,1972,11/1/2017,29847,3331,NY,New York,33178
2666,1102,406,168,710,316,26,7,15,4,0,0,0,0,0,--,5772,2380,11/1/2017,9595,3977,NC,North Carolina,13572
132,161,19,19,24,22,1,1,0,0,0,0,0,0,0,--,280,353,11/1/2017,456,556,ND,North Dakota,1012
2446,750,375,107,599,213,21,5,13,3,0,1,0,0,0,--,5496,1670,11/1/2017,8950,2749,OH,Ohio,11699
574,526,77,70,129,131,5,0,3,4,0,0,0,0,0,--,1280,1174,11/1/2017,2068,1905,OK,Oklahoma,3973
1171,224,180,31,258,61,15,2,11,0,0,0,0,0,0,--,2608,599,11/1/2017,4243,917,OR,Oregon,5160
3968,1431,577,213,975,375,43,11,17,6,0,0,0,0,0,--,8741,3094,11/1/2017,14321,5130,PA,Pennsylvania,19451
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,--,0,2,11/1/2017,3,2,PR,Puerto Rico,5
575,210,88,29,188,68,3,2,4,0,1,0,0,0,0,--,1167,385,11/1/2017,2026,694,RI,Rhode Island,2720
1106,996,163,134,306,246,8,9,8,7,1,0,0,0,0,--,2532,2106,11/1/2017,4124,3498,SC,South Carolina,7622
272,101,39,20,61,39,4,2,2,1,0,0,0,0,0,--,575,243,11/1/2017,953,406,SD,South Dakota,1359
1878,845,266,123,480,216,13,9,6,6,0,0,0,0,0,--,3940,1980,11/1/2017,6583,3179,TN,Tennessee,9762
4944,2410,688,377,1062,517,38,22,18,16,0,0,1,0,0,--,11206,5320,11/1/2017,17957,8662,TX,Texas,26619
154,97,20,24,39,18,1,1,2,1,0,0,0,0,0,--,249,240,11/1/2017,465,381,VT,Vermont,846
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,11/1/2017,0,0,VI,Virgin Islands,0
2448,726,386,101,606,193,25,4,13,8,1,0,0,0,0,--,5574,1444,11/1/2017,9053,2476,VA,Virginia,11529
1320,274,163,36,321,52,8,2,3,1,0,0,0,0,0,--,3173,551,11/1/2017,4988,916,WA,Washington,5904
831,173,115,25,222,49,6,1,4,2,0,0,0,0,0,--,1792,366,11/1/2017,2970,616,WV,West Virginia,3586
1810,440,239,61,459,121,14,3,13,1,0,0,0,0,0,--,4251,998,11/1/2017,6786,1624,WI,Wisconsin,8410
161,129,23,13,44,20,2,1,1,0,0,0,0,0,0,--,347,271,11/1/2017,578,434,WY,Wyoming,1012
2580,503,345,62,347,66,18,1,4,2,0,0,0,0,0,--,6872,1363,10/28/2017,10166,1997,AZ,Arizona,12163
399,415,64,53,56,54,2,6,1,0,0,0,0,0,0,--,1092,1100,10/28/2017,1614,1628,AR,Arkansas,3242
12625,0,1495,0,1884,0,74,0,32,0,1,0,0,0,0,--,32872,0,10/28/2017,48983,0,CA,California,48983
1007,1057,127,115,165,157,6,8,5,1,0,0,0,0,0,--,2566,2647,10/28/2017,3876,3985,CO,Colorado,7861
1450,848,182,86,176,114,7,3,3,2,1,0,0,0,0,--,3756,2247,10/28/2017,5575,3300,CT,Connecticut,8875
605,143,77,12,76,17,2,1,2,0,0,0,0,0,0,--,1572,313,10/28/2017,2334,486,DE,Delaware,2820
279,63,30,13,34,4,1,0,2,0,0,0,0,0,0,--,705,190,10/28/2017,1051,270,DC,Dist. of Columbia,1321
9766,3230,1148,386,1187,424,62,20,14,4,1,1,0,0,0,--,26681,8617,10/28/2017,38859,12682,FL,Florida,51541
3640,481,431,74,490,71,18,1,6,1,0,0,0,0,0,--,9480,1332,10/28/2017,14065,1960,GA,Georgia,16025
697,214,87,31,103,40,7,3,2,0,0,0,0,0,0,--,1859,582,10/28/2017,2755,870,ID,Idaho,3625
3265,708,372,80,455,107,16,1,6,1,0,0,0,0,0,--,8012,1879,10/28/2017,12126,2776,IL,Illinois,14902
2327,606,294,64,335,95,16,5,4,2,0,0,0,0,0,--,6113,1528,10/28/2017,9089,2300,IN,Indiana,11389
1057,482,114,65,122,62,6,1,4,2,0,0,0,0,0,--,2725,1315,10/28/2017,4028,1927,IA,Iowa,5955
989,132,127,28,136,22,5,1,3,1,1,0,0,0,0,--,2543,383,10/28/2017,3804,567,KS,Kansas,4371
2015,350,244,53,306,47,4,0,8,0,0,0,0,0,0,--,5209,886,10/28/2017,7786,1336,KY,Kentucky,9122
1984,718,250,79,271,88,10,5,2,2,0,0,0,0,0,--,5049,1977,10/28/2017,7566,2869,LA,Louisiana,10435
327,338,32,44,33,48,1,2,3,1,0,0,0,0,0,--,788,874,10/28/2017,1184,1307,ME,Maine,2491
2799,433,338,63,368,46,18,2,5,0,0,0,0,0,0,--,7136,1178,10/28/2017,10664,1722,MD,Maryland,12386
2731,391,331,49,327,36,15,0,5,1,0,0,0,0,0,--,7371,1172,10/28/2017,10780,1649,MA,Massachusetts,12429
3424,465,419,42,484,53,14,2,6,0,0,0,0,0,0,--,8834,1206,10/28/2017,13181,1768,MI,Michigan,14949
